學號,學院,學院代碼,系所名稱,系所代號,年級班別,年級班別代碼,組別名稱,組別代碼,學年學期,學制,學制代碼
baad8dc027f7a0be456f159761ae0e50d1e345b59c17fe31f5bf121c91ef5da1,文學院,1,中國文學系,1001,4年級,"4  ",,"0  ",1062,"學士班              ",1
cbdd9db24470c8d6ac96a425ab38ef4ad6f113ddc597cbaf6540c4a6073945d4,地球科學學院,6,地球科學學系,6002,4年級,"4  ",,"0  ",1062,"學士班              ",1
9f2a5bb16bc5dc2ab9e42ce445917767c3703269e54bf1cf914d9d4787fb77ab,文學院,1,中國文學系,1001,4年級,"4  ",,"0  ",1062,"學士班              ",1
d87f09be3d4cbdb9c1af25f56393b180bfb5adf7457b6496b84dd96f01e9798c,文學院,1,中國文學系,1001,4年級,"4  ",,"0  ",1062,"學士班              ",1
31d8f523924c99778499f0d067d9cd42d775f0502af6cd2d2cab1b4b2ce26bb5,資訊電機學院,5,資訊工程學系,5002,4年級2班,"42 ",,"0  ",1062,"學士班              ",1
cff89a458f8ec5ea2dd534d87a48a5ab2a31df421fe8e623ed07a0fc02efd17c,地球科學學院,6,太空科學研究所博士班,6403,7年級,"7  ",,"0  ",1062,"博士班              ",4
655705ba84ecb50723ebf34f833d0bf5968cd650d78fdbaf35f140507f4be40c,地球科學學院,6,太空科學研究所博士班,6403,7年級,"7  ",,"0  ",1062,"博士班              ",4
7bc7ca7823ca28e6c213e7f9e7de07f747b6d1cabf87e83e0586a37ea51f4d4b,工學院,3,機械工程學系碩士在職專班,3303,4年級,"4  ",,"0  ",1062,"碩士在職專班        ",3
742f997c9b399ebd68995db4c9d3c22f4f8f43346266b7b3fb53d321014ffee3,工學院,3,機械工程學系碩士在職專班,3303,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
9fe84437ae58abf8804cdc52225d8615be177e8e7a283456f7a31e572ebf1dc6,工學院,3,機械工程學系碩士在職專班,3303,4年級,"4  ",,"0  ",1062,"碩士在職專班        ",3
58aba0a3bc36421d6233ad3edbaf17055a93d254443695bb788c6e7b50cb01d6,理學院,2,數學系博士班,2401,6年級,"6  ",,"0  ",1062,"博士班              ",4
253d0157cdaf4f0c87efa5c99f3fcef02584ec7507f28ed5ac2c922f58f9206c,文學院,1,歷史研究所碩士班,1205,4年級,"4  ",,"0  ",1062,"碩士班              ",2
2e35978ad95df078f9489c097779071ae4684520f756788110bf2351478817c9,資訊電機學院,5,電機工程學系博士班,5401,5年級,"5  ",,"0  ",1062,"博士班              ",4
2d7673afef34ef141a0ca02f1c28ecf739adf1e4627bebe79d9f6c72706905e4,資訊電機學院,5,資訊工程學系碩士在職專班,5302,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
8e48a0a71514af548c5b431f7d88e866db8f506beb6ab126e9daf1d9ac922b7d,文學院,1,中國文學系碩士班,1201,4年級,"4  ",,"0  ",1062,"碩士班              ",2
d1143d5c0aaa4aca6cfc63503671970a856188dd9be274596e7f98a953c2f715,文學院,1,中國文學系碩士班,1201,4年級,"4  ",,"0  ",1062,"碩士班              ",2
f03ba5db68a68560f02b24df93a80b9d09402c023492c114aa4bc466b31766f8,工學院,3,機械工程學系碩士在職專班,3303,4年級,"4  ",,"0  ",1062,"碩士在職專班        ",3
bf871204e03936318cf43b7994ab84004c999a31b13c9bc466d5b971d5b5e930,資訊電機學院,5,資訊工程學系碩士在職專班,5302,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
7b2c1579ea00b1da31c37bea8b2f35fe9764a37aedeabe70460b2d94e5858ce4,管理學院,4,管理學院高階主管企管碩士班,4300,5年級2班,"52 ",兩岸經營管理組,"3  ",1062,"碩士在職專班        ",3
f221e4624b7ee432e7b88ebe13ebbad48d252755f5c0ff086863146865d2de18,文學院,1,歷史研究所碩士班,1205,4年級,"4  ",,"0  ",1062,"碩士班              ",2
43021a66aa63cc8d32eef40e5bfa7f8e734923b69978f7fe45b179eee757e377,文學院,1,歷史研究所碩士班,1205,4年級,"4  ",,"0  ",1062,"碩士班              ",2
08c415bfe57f3c870d8f828cc2ac2104ebd704a570e73bf836ad68202e6c231a,工學院,3,土木工程學系,3002,4年級1班,"41 ",,"0  ",1062,"學士班              ",1
96b2feeef4cc9386c4d64d4513d6cbebaed1119ad899c7ca5d4ec7f2f2ac9a58,工學院,3,機械工程學系光機電工程博士班,3407,5年級,"5  ",,"0  ",1062,"博士班              ",4
b74c37f73ffd3f731d476fd6b46e2b29d4295349908c91313443859c2804e906,文學院,1,哲學研究所碩士在職專班,1304,4年級,"4  ",,"0  ",1062,"碩士在職專班        ",3
b25986e29fc6944ca7f6e8a2e0367e7c9cf1612f1872383e48008b8ea765c0b3,資訊電機學院,5,資訊工程學系碩士在職專班,5302,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
f4aaf305ac9023daf9592c9130ea350a63346ba5c423813876441f3a04c81749,文學院,1,歷史研究所碩士在職專班,1305,4年級,"4  ",,"0  ",1062,"碩士在職專班        ",3
51c2b2b19e0841264b02464cfc4f5e6f36f7d0a5edda02ca185aaf97106817ed,文學院,1,歷史研究所碩士在職專班,1305,4年級,"4  ",,"0  ",1062,"碩士在職專班        ",3
ff0d556e60639c60a1a58614c1d718e2f5f42ce4a2c35b133f9177e9186ce4c3,資訊電機學院,5,電機工程學系博士班,5401,6年級,"6  ",,"0  ",1062,"博士班              ",4
df577dc2d61a4ff2f19eae9674dee4fd1bf99dcf334bee5e496f858e917e4fa8,文學院,1,哲學研究所博士班,1404,6年級,"6  ",,"0  ",1062,"博士班              ",4
9f5d1d0fc2d288da052d432b2e2517ff64bd1b1ad1f2c4038177148e0c1afa45,資訊電機學院,5,電機工程學系博士班,5401,6年級,"6  ",,"0  ",1062,"博士班              ",4
90be515a322c3c95460ea357f0da42f1c131fa73208172a31951a02643e5ba0a,資訊電機學院,5,電機工程學系博士班,5401,6年級,"6  ",,"0  ",1062,"博士班              ",4
080de1b497ca7d1bd42bb3690617b9fd830004172f5e3d7a062c6766a4b3b6d6,資訊電機學院,5,電機工程學系博士班,5401,6年級,"6  ",,"0  ",1062,"博士班              ",4
b3c3f0d994ccdd0a4049a55fa3825cd8eb31468251e46643358248afa4c315a9,文學院,1,哲學研究所碩士在職專班,1304,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
bbed99d6bc758d5926237b2fac403a9871ee9eade390675530876ebacd395ef8,管理學院,4,企業管理學系碩士在職專班,4301,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
7f0e28020330471abdfa659c1890d0ce5d06c92f228818e34425566aad194608,客家學院,7,客家語文暨社會科學學系客家研究碩士在職專班,7307,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
6276ddd1c61cebc0fd3e625358c066d008969b0f0e439e8d995db2e1a57cb39f,客家學院,7,客家語文暨社會科學學系客家研究碩士在職專班,7307,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
e05f374fb1221901b9a75fc71c566d876be811395f0d96e9ea1deca0a6f88b15,工學院,3,土木工程學系,3002,4年級2班,"42 ",,"0  ",1062,"學士班              ",1
3a2c7f9c20f58fc8d7ff2d1772b9744b69f47fb50c523f808f61ae6594786c9f,管理學院,4,管理學院高階主管企管碩士班,4300,5年級2班,"52 ",兩岸經營管理組,"3  ",1062,"碩士在職專班        ",3
24daf884f9a596f34255fe0f2a3d6a663f726463784e3741e9fc61c47a8f709c,管理學院,4,管理學院高階主管企管碩士班,4300,5年級2班,"52 ",兩岸經營管理組,"3  ",1062,"碩士在職專班        ",3
14a1246d37da4050d08d9a15a7a2bb9bc73cf55f271bd8fa343761ae614d0e9e,管理學院,4,產業經濟研究所碩士在職專班,4304,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
1c43ecf1e0358a791dba534e380bff38f79eada8c7102721f3c576ea0ee2e1c5,文學院,1,歷史研究所碩士班,1205,4年級,"4  ",,"0  ",1062,"碩士班              ",2
874f832a1d62daf2f6f0d3c0d64b6e54efa19e3d013829c46e6f745066278186,理學院,2,數學系,2001,4年級2班,"42 ",,"0  ",1062,"學士班              ",1
c284a5f03d05273b12f77953c45131eba1bb4bea794569e52b3bcb6d3f11285c,管理學院,4,企業管理學系博士班,4401,2年級,"2  ",,"0  ",1062,"博士班              ",4
42c5bc0ed576b579b868fbf0aaa6b81e67ed9de6e76773c4ea363037ab103860,理學院,2,物理學系,2002,4年級,"4  ",,"0  ",1062,"學士班              ",1
91b469697b8d2462491152752b5bba80c4e2d52f224bc0e707bd2c402b62230e,地球科學學院,6,太空科學研究所博士班,6403,6年級,"6  ",,"0  ",1062,"博士班              ",4
f645a2853188796637e6124b321b0822b4209a3bdf254a17fb281bcb21fba1a2,資訊電機學院,5,資訊工程學系博士班,5402,6年級,"6  ",,"0  ",1062,"博士班              ",4
7632de17a4df2bec1606b3e7d309afd4e40419946604da50153dd87979bed11b,資訊電機學院,5,資訊工程學系博士班,5402,4年級,"4  ",,"0  ",1062,"博士班              ",4
c5356db73fd44639d3ff75d385816ef89969f9f449c0d837233edb3c32dafcd5,地球科學學院,6,太空科學研究所博士班,6403,6年級,"6  ",,"0  ",1062,"博士班              ",4
14425ad079c5114e0ab9ab464c8f36060683f7738cbcea65700383c50471c343,地球科學學院,6,太空科學研究所博士班,6403,6年級,"6  ",,"0  ",1062,"博士班              ",4
c78c99f70fd8526fd4e63e0da7034423504c2cda0c5d4cdf5c0042ebb9d1b98e,文學院,1,法國語文學系,1003,4年級,"4  ",,"0  ",1062,"學士班              ",1
e9962631957257585a01ea505ef24ae2188d03dad56483e20b9163e3acad21fb,資訊電機學院,5,資訊工程學系博士班,5402,5年級,"5  ",,"0  ",1062,"博士班              ",4
b722a0eeb13f6800e628f6548ba43cfc242c56f5791c7edb02ac590722d03e44,資訊電機學院,5,資訊工程學系博士班,5402,6年級,"6  ",,"0  ",1062,"博士班              ",4
78e1610708b9156debff2353b68eb4b06ac7b9ba4d6025b736ee1fa5372fef37,資訊電機學院,5,資訊工程學系博士班,5402,4年級,"4  ",,"0  ",1062,"博士班              ",4
5c3c8ceb6273c4555d83d991f31ca943a47f15af506b9fa91457d66728dda9db,客家學院,7,客家語文暨社會科學學系客家研究博士班,7407,7年級,"7  ",,"0  ",1062,"博士班              ",4
b88e5761077c7d8d4af69574a9a36759c7c2e444b1ccf487c64e4d326d4d072c,客家學院,7,客家語文暨社會科學學系客家研究博士班,7407,5年級,"5  ",,"0  ",1062,"博士班              ",4
dc34b869fc34a0b893c480377e0ee6082395894d1a91af70c36550f96371167e,工學院,3,環境工程研究所碩士在職專班,3306,5年級,"5  ",,"0  ",1062,"碩士在職專班        ",3
50cd53fc0a94c5ebfe0adff1a375f1b5bb24187c01f1fcd0fb46eb7d23165395,客家學院,7,客家語文暨社會科學學系客家社會文化碩士班,7207,4年級,"4  ",,"0  ",1062,"碩士班              ",2
d0684da3b52e2d398d3866ba19a21172db17188ebd65bc1385324bb14d6bc3c9,客家學院,7,法律與政府研究所碩士班,7204,4年級,"4  ",,"0  ",1062,"碩士班              ",2
c063cf082efc3b7b2850de17d447a86288847a6536e13cc3b6284599e3210667,管理學院,4,企業管理學系博士班,4401,5年級,"5  ",,"0  ",1062,"博士班              ",4
baa522d431e806f0f59c722cabb2e93f6dbfedd9f6ec647d5ae70b6fbfa3b733,管理學院,4,企業管理學系博士班,4401,6年級,"6  ",,"0  ",1062,"博士班              ",4
2aec9140478735a0429ab2364a201d8af1a1ede5b81e5514f60d7ae61e230375,管理學院,4,企業管理學系博士班,4401,6年級,"6  ",,"0  ",1062,"博士班              ",4
64465f5e837ee79858c6bac4bea7a87f68ad9618a8a5e58073132960db0a873a,工學院,3,環境工程研究所碩士在職專班,3306,4年級,"4  ",,"0  ",1062,"碩士在職專班        ",3
df51286842ef9bc7a31778d7cb2eeb8ee6a54b050202a94ee54803d8df443ab2,地球科學學院,6,大氣科學學系大氣物理博士班,6401,5年級,"5  ",,"0  ",1062,"博士班              ",4
71841fa6d45c284a35546ddff8914b10c8dfe96c3eb0255896206c6f72e2eb5a,客家學院,7,法律與政府研究所碩士班,7204,4年級,"4  ",,"0  ",1062,"碩士班              ",2
