學號,班一般名次,班一般人數,平均成績,鎖定排名,系所名稱,系一般名次,系一般人數,年級班別,組別,組一般名次,成績是否全到,班名次,班人數,系名次,系人數,組名次,組人數,學年
eb90df37f5f788fda024b6b01aae7a3e1f8f092670093d3a329554ddc5407192,"7  ","62 ",91.74,全班成績已到鎖定排名,企業管理學系碩士班,"7  ","62 ",2年級,,,成績全到,"7  ","62 ","7  ","62 ",,,104
23a33616f9af6d9bd616ff0d2ad0cde9d0e1e9c31b7da276c3cc1c132cc7dfa7,"10 ","62 ",91.51,全班成績已到鎖定排名,企業管理學系碩士班,"10 ","62 ",2年級,,,成績全到,"10 ","62 ","10 ","62 ",,,104
cd941626f79eeb775e2e52403666008f6a0cd2b2ddaeaad3e9b880602b6a31c8,"10 ","62 ",91.51,全班成績已到鎖定排名,企業管理學系碩士班,"10 ","62 ",2年級,,,成績全到,"10 ","62 ","10 ","62 ",,,104
9b645b30bd9d2b03bf4cb803b47dd3db5fe9f8e23b76a685b33751646f239b9a,"62 ","64 ",82.46,全班成績已到鎖定排名,企業管理學系碩士班,"62 ","64 ",3年級,,,成績全到,"62 ","64 ","62 ","64 ",,,105
9eff3d7760f959e2663029b0e040be226ceb032ba19172bbf958bbcb99a98ca8,"50 ","62 ",85.82,全班成績已到鎖定排名,企業管理學系碩士班,"50 ","62 ",2年級,,,成績全到,"50 ","62 ","50 ","62 ",,,104
8e13daf99686e2b789547cd63c1afdc8fa4b9ccc1a263ae9bab2f25cd6a6c2a5,"2  ","62 ",92.74,全班成績已到鎖定排名,企業管理學系碩士班,"2  ","62 ",2年級,,,成績全到,"2  ","62 ","2  ","62 ",,,104
0dfe2286c647a05b3fa2b886d8c11c74887fd494b0d5d8051a81d0633cf1bee7,"27 ","64 ",89.83,全班成績已到鎖定排名,企業管理學系碩士班,"27 ","64 ",3年級,,,成績全到,"27 ","64 ","27 ","64 ",,,105
ff88ec90d869cf8ca71f5e8aa31762d0438444fe0500e2b98aea3220a3111c90,"4  ","62 ",92.32,全班成績已到鎖定排名,企業管理學系碩士班,"4  ","62 ",2年級,,,成績全到,"4  ","62 ","4  ","62 ",,,104
31a7c48623333a61a4c9a9ed6f1a74c6387430f6c1703c3395ab56e7d9b313a1,"50 ","62 ",85.82,全班成績已到鎖定排名,企業管理學系碩士班,"50 ","62 ",2年級,,,成績全到,"50 ","62 ","50 ","62 ",,,104
4606e11b182383f56e67a1d84892c09440dccbd3b188ea488b53fc658461e24f,"8  ","62 ",91.71,全班成績已到鎖定排名,企業管理學系碩士班,"8  ","62 ",2年級,,,成績全到,"8  ","62 ","8  ","62 ",,,104
055c9b188180b1832eba61abe6c46db8c0f04a84fd9cd81b048b9a0ca1a80ddd,"66 ","70 ",84.38,全班成績已到鎖定排名,企業管理學系碩士班,"66 ","70 ",4年級,,,成績全到,"66 ","70 ","66 ","70 ",,,106
e2f2cc1325f01330f4dc1542c6c662ac3dae959b67a360a4c1e754df1fca0971,"58 ","64 ",85.84,全班成績已到鎖定排名,企業管理學系碩士班,"58 ","64 ",2年級,,,成績全到,"58 ","64 ","58 ","64 ",,,105
805ae987544c3db6f4e59247c4330389d757c7a5840454ffb96b92e29d708175,"44 ","62 ",86.94,全班成績已到鎖定排名,企業管理學系碩士班,"44 ","62 ",2年級,,,成績全到,"44 ","62 ","44 ","62 ",,,104
bd35e885bc9db734a9dbb3cdcf72c0768df3ebb408c12c7cb48befa39fa1e267,"19 ","62 ",90.63,全班成績已到鎖定排名,企業管理學系碩士班,"19 ","62 ",2年級,,,成績全到,"19 ","62 ","19 ","62 ",,,104
72c75e764feb7d4fb8665f3bac03593f2d88f4315ec57841204518d02faffcd2,"60 ","64 ",85.18,全班成績已到鎖定排名,企業管理學系碩士班,"60 ","64 ",3年級,,,成績全到,"60 ","64 ","60 ","64 ",,,105
eea90671218ec4cb09bcd0c7592c80f046d37d8dd0801fda032ba034d3bc615a,"61 ","64 ",84.04,全班成績已到鎖定排名,企業管理學系碩士班,"61 ","64 ",3年級,,,成績全到,"61 ","64 ","61 ","64 ",,,105
0f6eafa3ef5161de92dd32f2ac2fe192b25b72fbcaee2811bbedbc18d5a05c14,"23 ","62 ",89.88,全班成績已到鎖定排名,企業管理學系碩士班,"23 ","62 ",2年級,,,成績全到,"23 ","62 ","23 ","62 ",,,104
79445f828e75e3ccac8d7db55f38eed64fdafea2f4e6b441d3818608604fcf0e,"34 ","62 ",89.04,全班成績已到鎖定排名,企業管理學系碩士班,"34 ","62 ",2年級,,,成績全到,"34 ","62 ","34 ","62 ",,,104
b81b6f55f8be776136c24e904d1b0f0ce374875004a55db0cc8ae4e007d9c6fb,"15 ","64 ",90.72,全班成績已到鎖定排名,企業管理學系碩士班,"15 ","64 ",3年級,,,成績全到,"15 ","64 ","15 ","64 ",,,105
7865096af114ba810a1c836fa2c1383491077b631c9bb3f3f731170681beccc3,"53 ","62 ",85.74,全班成績已到鎖定排名,企業管理學系碩士班,"53 ","62 ",2年級,,,成績全到,"53 ","62 ","53 ","62 ",,,104
df4f8c5a17d830d1fb6c9f5f8e996935c8647325b8b17eab227d01b10e980961,"56 ","64 ",86.00,全班成績已到鎖定排名,企業管理學系碩士班,"56 ","64 ",3年級,,,成績全到,"56 ","64 ","56 ","64 ",,,105
a47fc6470af6354da3bc0a8b17812e3e9e1ef5753cae63eae87b4597b885d099,"31 ","62 ",89.13,全班成績已到鎖定排名,企業管理學系碩士班,"31 ","62 ",2年級,,,成績全到,"31 ","62 ","31 ","62 ",,,104
4a978905cf22c9206a6ed3d93ad1dbf1046ead359666a3051d854381753baa63,"45 ","62 ",86.59,全班成績已到鎖定排名,企業管理學系碩士班,"45 ","62 ",2年級,,,成績全到,"45 ","62 ","45 ","62 ",,,104
3cc8d9624f725a783503e51a19fa249f2a694586d2c151584583957582e2d1fe,"37 ","64 ",88.75,全班成績已到鎖定排名,企業管理學系碩士班,"37 ","64 ",3年級,,,成績全到,"37 ","64 ","37 ","64 ",,,105
011fde1bacfd073f9c7a26925a3bc6962d31304e28b08622b4e49ad00e0535e5,"42 ","62 ",87.11,全班成績已到鎖定排名,企業管理學系碩士班,"42 ","62 ",2年級,,,成績全到,"42 ","62 ","42 ","62 ",,,104
50f21a9dcce8c818a395b9840ac162a55fdc39a45e460e27071a6164f76c19f7,"55 ","64 ",86.05,全班成績已到鎖定排名,企業管理學系碩士班,"55 ","64 ",3年級,,,成績全到,"55 ","64 ","55 ","64 ",,,105
29668427dafdc0ab233b52eaf64726c77e37015d3b73c1994d884bba71f855cc,"24 ","62 ",89.54,全班成績已到鎖定排名,企業管理學系碩士班,"24 ","62 ",2年級,,,成績全到,"24 ","62 ","24 ","62 ",,,104
c17ffbd8535da949fc97dd896942155533e7b2606ce9af1bfeeebd6e7977cadb,"53 ","64 ",86.26,全班成績已到鎖定排名,企業管理學系碩士班,"53 ","64 ",3年級,,,成績全到,"53 ","64 ","53 ","64 ",,,105
d49ba82d185b851d17f43cbc27bdcc657471678e3a2bc995fb2db26d3db56a5d,"56 ","62 ",84.45,全班成績已到鎖定排名,企業管理學系碩士班,"56 ","62 ",2年級,,,成績全到,"56 ","62 ","56 ","62 ",,,104
05bc18893f9535b6615cc7b942aed06b53324e28f4931acecca4cc7aa9f6fb95,"57 ","62 ",83.37,全班成績已到鎖定排名,企業管理學系碩士班,"57 ","62 ",2年級,,,成績全到,"57 ","62 ","57 ","62 ",,,104
fa8007f34a09bc44448fe39241ffd742ce58156732ed0badb0e0a40ba99ec4f3,"18 ","62 ",90.89,全班成績已到鎖定排名,企業管理學系碩士班,"18 ","62 ",2年級,,"   ",成績全到,"18 ","62 ","18 ","62 ","   ","   ",104
2a109b30152ee2353c0843575ae4a5f7f7b3563245f5a1e7825da6f00a350d56,"14 ","62 ",91.00,全班成績已到鎖定排名,企業管理學系碩士班,"14 ","62 ",2年級,,,成績全到,"14 ","62 ","14 ","62 ",,,104
83b1fb48ecbbbc2357f57f71f19915ff64415919f84f3015b4ccc4a44f02ef56,"1  ","50 ",90.94,全班成績已到鎖定排名,資訊管理學系碩士班,"1  ","50 ",2年級,,,成績全到,"1  ","50 ","1  ","50 ",,,104
a2fffd04b3ad037a5c43d5fb9910573051601311e6c5d0efc5ef1bec30de2ba3,"51 ","51 ",76.37,全班成績已到鎖定排名,資訊管理學系碩士班,"51 ","51 ",3年級,,,成績全到,"51 ","51 ","51 ","51 ",,,105
249b462bbf6bcb508200be6d32d63557c3802a2e94a575f11ca0c3f43e79d28a,"5  ","51 ",88.75,全班成績已到鎖定排名,資訊管理學系碩士班,"5  ","51 ",2年級,,,成績全到,"5  ","51 ","5  ","51 ",,,105
73815402352965796ec70a3b97d638b4ccd39d78c79b829e88f9866dbdd94df8,"42 ","50 ",84.54,全班成績已到鎖定排名,資訊管理學系碩士班,"42 ","50 ",2年級,,,成績全到,"42 ","50 ","42 ","50 ",,,104
712245926e5df06d82b3baf8f5ad50b5079d06d43bf943c56993e685976e2be7,"8  ","50 ",88.54,全班成績已到鎖定排名,資訊管理學系碩士班,"8  ","50 ",2年級,,,成績全到,"8  ","50 ","8  ","50 ",,,104
a14172b046ec2f31a28b741c626e3073c4aa7ab83ea2ec270b4d94967e43de22,"5  ","50 ",88.88,全班成績已到鎖定排名,資訊管理學系碩士班,"5  ","50 ",2年級,,,成績全到,"5  ","50 ","5  ","50 ",,,104
63c0078387cbb273490198ec576a871385f1c302b6f1f4985e5cdc3b1dcc088f,"2  ","50 ",89.17,全班成績已到鎖定排名,資訊管理學系碩士班,"2  ","50 ",2年級,,"   ",成績全到,"2  ","50 ","2  ","50 ","   ","   ",104
4b91c95796413dfa7052ca1404a290008d4b6134c688f377884c9aa14669f993,"9  ","50 ",88.42,全班成績已到鎖定排名,資訊管理學系碩士班,"9  ","50 ",2年級,,,成績全到,"9  ","50 ","9  ","50 ",,,104
680b4525ac3071b0c7d182a6f36e8a36bd64946943808220771281844ab9f92d,"13 ","50 ",88.15,全班成績已到鎖定排名,資訊管理學系碩士班,"13 ","50 ",2年級,,,成績全到,"13 ","50 ","13 ","50 ",,,104
a2d0fd017194c5bc4028b2fe13673bd812df36103390f4c5fba68832614ac5dd,"7  ","50 ",88.73,全班成績已到鎖定排名,資訊管理學系碩士班,"7  ","50 ",2年級,,,成績全到,"7  ","50 ","7  ","50 ",,,104
96122d9775f04258313e988b0cc2878fabb62b9bb7f0e6a53c6cdf5105f92a0c,"21 ","50 ",87.69,全班成績已到鎖定排名,資訊管理學系碩士班,"21 ","50 ",2年級,,,成績全到,"21 ","50 ","21 ","50 ",,,104
063f35773982d5d77f943573f138f96ef6392abb9f12ed19dfd50c7a8e59d872,"48 ","50 ",82.79,全班成績已到鎖定排名,資訊管理學系碩士班,"48 ","50 ",2年級,,,成績全到,"48 ","50 ","48 ","50 ",,,104
d193fb11e47ac0c824677db31937942bbb2447f2452ecf2bb924a9e82759a745,"15 ","50 ",88.07,全班成績已到鎖定排名,資訊管理學系碩士班,"15 ","50 ",2年級,,,成績全到,"15 ","50 ","15 ","50 ",,,104
8a41e693e1ff0d355372049ac0e86237b7d0e4537953610c4b19482d972a7de7,"33 ","50 ",85.76,全班成績已到鎖定排名,資訊管理學系碩士班,"33 ","50 ",2年級,,,成績全到,"33 ","50 ","33 ","50 ",,,104
ba9931f978f17fb49c889a14e80b89e2e1ac29fb38346b2a96147919ec61d430,"23 ","50 ",87.31,全班成績已到鎖定排名,資訊管理學系碩士班,"23 ","50 ",2年級,,,成績全到,"23 ","50 ","23 ","50 ",,,104
65aff9ebff627a6aa02705eee514590fad9d6dc80a248b36bfaa348c986f44b4,"17 ","50 ",87.81,全班成績已到鎖定排名,資訊管理學系碩士班,"17 ","50 ",2年級,,,成績全到,"17 ","50 ","17 ","50 ",,,104
fd3718aabeac0719b17d5256a512fc41167b6a59a185541f369b7f3a9a8276a5,"26 ","50 ",86.58,全班成績已到鎖定排名,資訊管理學系碩士班,"26 ","50 ",2年級,,,成績全到,"26 ","50 ","26 ","50 ",,,104
e75ab329936e550282d4c4dced227fb1670feb80ca87ec7441d29e410ddae107,"40 ","50 ",84.63,全班成績已到鎖定排名,資訊管理學系碩士班,"40 ","50 ",2年級,,,成績全到,"40 ","50 ","40 ","50 ",,,104
32ef69d1f31308145fb8d92186d370eff3b10818f699643c18d1ae49abd4a484,"3  ","50 ",89.13,全班成績已到鎖定排名,資訊管理學系碩士班,"3  ","50 ",2年級,,,成績全到,"3  ","50 ","3  ","50 ",,,104
e2feffc9451a4d7a8012c267648834da3c9380f65495c782b041c26db8fe4470,"4  ","50 ",88.90,全班成績已到鎖定排名,資訊管理學系碩士班,"4  ","50 ",2年級,,,成績全到,"4  ","50 ","4  ","50 ",,,104
3e4cde086305015cb6764ce19275bbbfe141ee2d6585e5413ce2cf4f29aab191,"25 ","50 ",86.71,全班成績已到鎖定排名,資訊管理學系碩士班,"25 ","50 ",2年級,,,成績全到,"25 ","50 ","25 ","50 ",,,104
8c35d4283604f05022cfa4d8b1084be37e0901ff723b5be0fc529119197823fb,"18 ","50 ",87.76,全班成績已到鎖定排名,資訊管理學系碩士班,"18 ","50 ",2年級,,,成績全到,"18 ","50 ","18 ","50 ",,,104
656cb54a21676f95d3a90b3d2a20c2faff24a648c4eb24c68041fec05d9fd10e,"12 ","50 ",88.24,全班成績已到鎖定排名,資訊管理學系碩士班,"12 ","50 ",2年級,,,成績全到,"12 ","50 ","12 ","50 ",,,104
9e8cbaae102deaa61d65d68bc099536764c2b36260454a9a2f41c0e019467a9a,"16 ","50 ",87.94,全班成績已到鎖定排名,資訊管理學系碩士班,"16 ","50 ",2年級,,,成績全到,"16 ","50 ","16 ","50 ",,,104
2e2b36ba113006f2bddf83750d55f0661305127552d800a9a4e0f8d8331a24f7,"30 ","50 ",86.01,全班成績已到鎖定排名,資訊管理學系碩士班,"30 ","50 ",2年級,,,成績全到,"30 ","50 ","30 ","50 ",,,104
4a0fdba2d2215c196a9035831ded93936fddaa7d8604313aa79058af6a1e7336,"28 ","50 ",86.36,全班成績已到鎖定排名,資訊管理學系碩士班,"28 ","50 ",2年級,,"   ",成績全到,"28 ","50 ","28 ","50 ","   ","   ",104
c58375a52be5a981286ca7aba7ba555108beffffcb609703a50056967ef1f4a5,"24 ","50 ",87.26,全班成績已到鎖定排名,資訊管理學系碩士班,"24 ","50 ",2年級,,,成績全到,"24 ","50 ","24 ","50 ",,,104
dbae5a7e5a1b2dc5508e801172694e405903d5ad9414cee99af50f14fe88ef94,"14 ","50 ",88.11,全班成績已到鎖定排名,資訊管理學系碩士班,"14 ","50 ",2年級,,"   ",成績全到,"14 ","50 ","14 ","50 ","   ","   ",104
410d5cc92191e71bae2752821a8804de6f41a990657a7735e49d319121496856,"47 ","50 ",83.52,全班成績已到鎖定排名,資訊管理學系碩士班,"47 ","50 ",2年級,,,成績全到,"47 ","50 ","47 ","50 ",,,104
a348c59d17c54fbdf9782509f0984c77f0b794387bbd07ef1cdadada919fa04e,"38 ","50 ",84.86,全班成績已到鎖定排名,資訊管理學系碩士班,"38 ","50 ",2年級,,,成績全到,"38 ","50 ","38 ","50 ",,,104
2b18bce5d5ca8011335aed1bb9982ab6bbe1ad330b94f16a497be62d46847fb0,"11 ","50 ",88.25,全班成績已到鎖定排名,資訊管理學系碩士班,"11 ","50 ",2年級,,,成績全到,"11 ","50 ","11 ","50 ",,,104
a00ebb0163d75f6bc39ce6c243eb12f5b0a33dce6b47052cb54ae329d7ea71db,"34 ","50 ",85.37,全班成績已到鎖定排名,資訊管理學系碩士班,"34 ","50 ",2年級,,,成績全到,"34 ","50 ","34 ","50 ",,,104
c808a35a2d0c14c94dfb5973ce439245ed74afa3402f2cf45e6f0b167db32d36,"10 ","50 ",88.26,全班成績已到鎖定排名,資訊管理學系碩士班,"10 ","50 ",2年級,,,成績全到,"10 ","50 ","10 ","50 ",,,104
6925d5123a6b868cf474d0798c9666b2e41f060cbe85dc41d67fe5d4b0758f48,"41 ","50 ",84.59,全班成績已到鎖定排名,資訊管理學系碩士班,"41 ","50 ",2年級,,,成績全到,"41 ","50 ","41 ","50 ",,,104
cfe5b8752bb17aaf7474c34db1e06c74116298f241e4e47ecd1fa14dfc795ea8,"31 ","50 ",85.92,全班成績已到鎖定排名,資訊管理學系碩士班,"31 ","50 ",2年級,,,成績全到,"31 ","50 ","31 ","50 ",,,104
b2348647c7635501a77cb4ff580258f8682785d6d0501a1dd42897458af09832,"29 ","50 ",86.15,全班成績已到鎖定排名,資訊管理學系碩士班,"29 ","50 ",2年級,,,成績全到,"29 ","50 ","29 ","50 ",,,104
17e8dcca530785759a8b3e0cd46b185b03fd061e568860afb20e28a61ed8e143,"19 ","50 ",87.72,全班成績已到鎖定排名,資訊管理學系碩士班,"19 ","50 ",2年級,,,成績全到,"19 ","50 ","19 ","50 ",,,104
8849f168721374ce485eb92ef2cb9c6cdd242f27a49f5152c0e7a94f2acb7724,"32 ","50 ",85.84,全班成績已到鎖定排名,資訊管理學系碩士班,"32 ","50 ",2年級,,,成績全到,"32 ","50 ","32 ","50 ",,,104
5479afdd199b65e8be9c6838b2ddcc82a32022e12c96d128ed9d0d62612f3afc,"6  ","50 ",88.74,全班成績已到鎖定排名,資訊管理學系碩士班,"6  ","50 ",2年級,,,成績全到,"6  ","50 ","6  ","50 ",,,104
05afd77fcccdf0efd67c96cb46dfe47cd5a28a0d4315dff131eeee77485e39dd,"39 ","50 ",84.69,全班成績已到鎖定排名,資訊管理學系碩士班,"39 ","50 ",2年級,,,成績全到,"39 ","50 ","39 ","50 ",,,104
5bc0d36b8ee7613f3addde28c8206e33c24ae34b8864a879980a0eebd5a8935e,"27 ","50 ",86.55,全班成績已到鎖定排名,資訊管理學系碩士班,"27 ","50 ",2年級,,,成績全到,"27 ","50 ","27 ","50 ",,,104
a6f036772602afe6914a7c2b1418a982c39cbf2cd84f7409fefba395fd36afc6,"37 ","50 ",85.09,全班成績已到鎖定排名,資訊管理學系碩士班,"37 ","50 ",2年級,,,成績全到,"37 ","50 ","37 ","50 ",,,104
2e95b7cbaed4009442270904856bd7af0aaedfdb7b5493f8ede63cebb6866336,"49 ","50 ",82.44,全班成績已到鎖定排名,資訊管理學系碩士班,"49 ","50 ",2年級,,,成績全到,"49 ","50 ","49 ","50 ",,,104
33cd93673b316a84dcac7a608e37d7c047bfa3107ff9412d02455265962c9ee9,"50 ","50 ",81.31,全班成績已到鎖定排名,資訊管理學系碩士班,"50 ","50 ",2年級,,,成績全到,"50 ","50 ","50 ","50 ",,,104
66fbc05053add5615299dc336bc1af91b5b927083448d454ab31eee2cdb34044,"43 ","50 ",84.17,全班成績已到鎖定排名,資訊管理學系碩士班,"43 ","50 ",2年級,,"   ",成績全到,"43 ","50 ","43 ","50 ","   ","   ",104
2f305513a19547f93f2904fed56c38be1964acb2357a49f8f20e807ea1dbe51d,"52 ","52 ",79.11,全班成績已到鎖定排名,資訊管理學系碩士班,"52 ","52 ",4年級,,"   ",成績全到,"52 ","52 ","52 ","52 ","   ","   ",106
c7dd147ab4cc856a56debe5a630b5120e6e9057e83b3069195515e985b6a65cd,"46 ","50 ",83.66,全班成績已到鎖定排名,資訊管理學系碩士班,"46 ","50 ",2年級,,,成績全到,"46 ","50 ","46 ","50 ",,,104
9fdbb2719dc6bccdca909ea5af1bfbff542697ffee409b09fdec838da4840743,"19 ","50 ",87.72,全班成績已到鎖定排名,資訊管理學系碩士班,"19 ","50 ",2年級,,,成績全到,"19 ","50 ","19 ","50 ",,,104
4224573feaf8b06c270414b4ba1d18c84c937399a3f99fb8f308f599331f1426,"45 ","50 ",84.00,全班成績已到鎖定排名,資訊管理學系碩士班,"45 ","50 ",2年級,,,成績全到,"45 ","50 ","45 ","50 ",,,104
399533363b1c6c44d99ab69a0c2e6c953e3c6cd89586707eb31e91abb4f53517,"30 ","52 ",86.63,全班成績已到鎖定排名,資訊管理學系碩士班,"30 ","52 ",2年級,,,成績全到,"30 ","52 ","30 ","52 ",,,106
f9c01a359b74b84a5ff57b1338da117f4c1213cde173b77caf2456ccea4a9648,"35 ","50 ",85.35,全班成績已到鎖定排名,資訊管理學系碩士班,"35 ","50 ",2年級,,,成績全到,"35 ","50 ","35 ","50 ",,,104
3391712020f0f8b5493ee6f2d689d25f4cd70903ee4913d9cdabcfb8eb733467,"44 ","50 ",84.16,全班成績已到鎖定排名,資訊管理學系碩士班,"44 ","50 ",2年級,,"   ",成績全到,"44 ","50 ","44 ","50 ","   ","   ",104
627da4028e9d70fe7415060289990552feb58742ba28f086b23d01cc45064a01,"22 ","50 ",87.56,全班成績已到鎖定排名,資訊管理學系碩士班,"22 ","50 ",2年級,,,成績全到,"22 ","50 ","22 ","50 ",,,104
82a43ea9844be3d8cd61ba322ad61300b3faf58e40c5c60dd9ee525f72a67bb6,"32 ","52 ",86.28,全班成績已到鎖定排名,資訊管理學系碩士班,"32 ","52 ",2年級,,,成績全到,"32 ","52 ","32 ","52 ",,,106
bf7c86f5ba2ffeea4bdebbb73a9dd86cdaf8529a60a55d341e6948bfbc656117,"38 ","51 ",85.54,全班成績已到鎖定排名,資訊管理學系碩士班,"38 ","51 ",2年級,,,成績全到,"38 ","51 ","38 ","51 ",,,105
ccc541971102f6a014dedcd399cb042523b6400957e45a7bcd746836b025398d,"22 ","25 ",86.59,全班成績已到鎖定排名,產業經濟研究所碩士班,"22 ","25 ",3年級,,,成績全到,"22 ","25 ","22 ","25 ",,,105
064fdc8b702ae048fe6a1b79e0b0dde689f05817f5426c96aaa989b26e7bb08d,"24 ","25 ",85.49,全班成績已到鎖定排名,產業經濟研究所碩士班,"24 ","25 ",2年級,,,成績全到,"24 ","25 ","24 ","25 ",,,104
7da7aa5f81f08dc2f9ba6fa7670e7e18dfbe74b8c0a5de9b38c3e887689e7700,"5  ","25 ",90.26,全班成績已到鎖定排名,產業經濟研究所碩士班,"5  ","25 ",2年級,,,成績全到,"5  ","25 ","5  ","25 ",,,104
e9049aad0460f9c84e7254416c31baa45689ddf6d2795946994941281dd943b4,"13 ","25 ",88.45,全班成績已到鎖定排名,產業經濟研究所碩士班,"13 ","25 ",3年級,,,成績全到,"13 ","25 ","13 ","25 ",,,105
249a2c379049ea29e3623cd27ca3130e9f178ae31a15029ac443326296a119aa,"12 ","25 ",88.81,全班成績已到鎖定排名,產業經濟研究所碩士班,"12 ","25 ",2年級,,,成績全到,"12 ","25 ","12 ","25 ",,,104
b00efe3a7ce889afd26dff83e355f9e4df99defba477315717e5c645bedf9ae7,"13 ","25 ",88.60,全班成績已到鎖定排名,產業經濟研究所碩士班,"13 ","25 ",2年級,,,成績全到,"13 ","25 ","13 ","25 ",,,104
892c954eac560e78e1ddb022873c516fcf2b63a255b568767695fa55f4e4cc81,"11 ","25 ",89.03,全班成績已到鎖定排名,產業經濟研究所碩士班,"11 ","25 ",2年級,,,成績全到,"11 ","25 ","11 ","25 ",,,104
f1c4f3dd44c0556b4e713ab25e7a290ffff463440833f4a598301eee01d59917,"21 ","25 ",86.86,全班成績已到鎖定排名,產業經濟研究所碩士班,"21 ","25 ",2年級,,,成績全到,"21 ","25 ","21 ","25 ",,,104
31492717edb2117948f5aa5ae5ba0d84dac12ff3db8ac2470ce6eecb74e76e40,"17 ","25 ",87.81,全班成績已到鎖定排名,產業經濟研究所碩士班,"17 ","25 ",2年級,,,成績全到,"17 ","25 ","17 ","25 ",,,104
4a801c9911aea6f718ff0611ffbfb64a262f0d137040268776adad796e05bd8a,"9  ","25 ",88.71,全班成績已到鎖定排名,產業經濟研究所碩士班,"9  ","25 ",3年級,,,成績全到,"9  ","25 ","9  ","25 ",,,105
9d8bda568e20d0a9aa809c9487dd9f8315e59b7a07899c12e7dbd5adb2ebafd8,"1  ","25 ",91.39,全班成績已到鎖定排名,產業經濟研究所碩士班,"1  ","25 ",2年級,,"   ",成績全到,"1  ","25 ","1  ","25 ","   ","   ",104
b3118148836aac03a19c1a6ef5786f64bead573b8f34390ed0df7aeda2033701,"16 ","25 ",87.86,全班成績已到鎖定排名,產業經濟研究所碩士班,"16 ","25 ",2年級,,"   ",成績全到,"16 ","25 ","16 ","25 ","   ","   ",104
6a2a40b4ac11fcc84af6cb2a09fb111f4702eb0560cea6967406b15a0b21bc98,"9  ","25 ",88.71,全班成績已到鎖定排名,產業經濟研究所碩士班,"9  ","25 ",3年級,,,成績全到,"9  ","25 ","9  ","25 ",,,105
30f5e6d41f7bb4ad0933afd5c9026cf1c77a4d21eacb4f7939cfca88a6072afd,"7  ","25 ",89.97,全班成績已到鎖定排名,產業經濟研究所碩士班,"7  ","25 ",2年級,,,成績全到,"7  ","25 ","7  ","25 ",,,104
90ebc845866f9d9a801e08cc2de7081b7567a07b767fa0a276d9a8f1bbc39d51,"19 ","25 ",87.63,全班成績已到鎖定排名,產業經濟研究所碩士班,"19 ","25 ",2年級,,,成績全到,"19 ","25 ","19 ","25 ",,,104
118ed488d16b246186646048d1e232cb136bdba08248f3f39d0078685dcb6c96,"18 ","25 ",87.65,全班成績已到鎖定排名,產業經濟研究所碩士班,"18 ","25 ",2年級,,,成績全到,"18 ","25 ","18 ","25 ",,,104
762ccaf064e02cc1b8d94ace772cbbf0166e604fa742735a11ddf78936b460e2,"15 ","20 ",86.72,全班成績已到鎖定排名,產業經濟研究所碩士班,"15 ","20 ",4年級,,,成績全到,"15 ","20 ","15 ","20 ",,,107
287640fce7406e9341b32e27ead2aa86cd10c22acbd399f20535ec4aa9bb8758,"6  ","25 ",90.07,全班成績已到鎖定排名,產業經濟研究所碩士班,"6  ","25 ",2年級,,,成績全到,"6  ","25 ","6  ","25 ",,,104
e21617adecfb7a1626bc9886b0d2e58e197f3627a4395424a3647b89d159ac05,"23 ","25 ",86.02,全班成績已到鎖定排名,產業經濟研究所碩士班,"23 ","25 ",3年級,,,成績全到,"23 ","25 ","23 ","25 ",,,105
5b7d2741fbbcc2b66110812d59dd5af7a95b441f3bb78ca469b75535da6ec0f0,"8  ","25 ",89.50,全班成績已到鎖定排名,產業經濟研究所碩士班,"8  ","25 ",2年級,,,成績全到,"8  ","25 ","8  ","25 ",,,104
4d73976bac5ed3a987aba7749de6a36bd0612a0229d115a226c112278d0b16c8,"20 ","25 ",86.92,全班成績已到鎖定排名,產業經濟研究所碩士班,"20 ","25 ",2年級,,"   ",成績全到,"20 ","25 ","20 ","25 ","   ","   ",104
bcae8938d059e39324f121570c5afcf1c029e78fc2f9e833bbcc17aca06e54ff,"5  ","31 ",91.19,全班成績已到鎖定排名,工業管理研究所碩士班,"5  ","31 ",2年級,,,成績全到,"5  ","31 ","5  ","31 ",,,104
295a7767b2aa69dddc41aeb922502fdfe18600e51bf925a00ea242009b2cffd9,"15 ","31 ",89.56,全班成績已到鎖定排名,工業管理研究所碩士班,"15 ","31 ",2年級,,,成績全到,"15 ","31 ","15 ","31 ",,,104
cd39b922d470f7297a4b3b6460757a29dc4def323045a2316c4f63ddab1c36db,"13 ","31 ",90.17,全班成績已到鎖定排名,工業管理研究所碩士班,"13 ","31 ",2年級,,,成績全到,"13 ","31 ","13 ","31 ",,,104
913053229983faac6b2a273e10d5335a90b1827f8425f7a25b8cb6a73cb3f38b,"16 ","31 ",89.25,全班成績已到鎖定排名,工業管理研究所碩士班,"16 ","31 ",2年級,,,成績全到,"16 ","31 ","16 ","31 ",,,104
3ed5b3e8a228379b24ea46a4f92775f0ce2775b29f20061b599ed7ef2fd24927,"14 ","31 ",89.83,全班成績已到鎖定排名,工業管理研究所碩士班,"14 ","31 ",2年級,,,成績全到,"14 ","31 ","14 ","31 ",,,104
