學號,班一般名次,班一般人數,平均成績,鎖定排名,系所名稱,系一般名次,系一般人數,年級班別,組別,組一般名次,成績是否全到,班名次,班人數,系名次,系人數,組名次,組人數,學年
b7ab893b52208e1abc4e72c32506b1443b3759aab9af6a1e4900ba1b568113e6,"9  ","47 ",85.07,未鎖定,通訊工程學系,"9  ","47 ",4年級,,,成績全到,"9  ","44 ","9  ","44 ",,,103
66a12b3ea621a274542fd887490010570403cfb850d56288c0c7ebf7e5a3e201,"21 ","47 ",80.16,未鎖定,通訊工程學系,"21 ","47 ",4年級,,,成績全到,"21 ","44 ","21 ","44 ",,,103
3a3340f5f0ad411715f1e653e650eec4004583e28dd42cf0a997516598f0afec,"11 ","47 ",84.32,未鎖定,通訊工程學系,"11 ","47 ",4年級,,,成績全到,"11 ","44 ","11 ","44 ",,,103
5c95c589300ba6d85ef364e29fa79acc3949329d207cae5a0e385db47b609ab9,"4  ","47 ",88.63,未鎖定,通訊工程學系,"4  ","47 ",4年級,,,成績全到,"4  ","44 ","4  ","44 ",,,103
d2df629c0cf382b3c480d74a3157b16bb6f4cb6cedc6acdb48dc8b34ee780462,"17 ","47 ",82.15,未鎖定,通訊工程學系,"17 ","47 ",4年級,,,成績全到,"17 ","44 ","17 ","44 ",,,103
a08c1cec4ff0df72cf63de0ff70dc3198f51ae557b62a00bc8e24fb7492cbe27,"24 ","47 ",78.96,未鎖定,通訊工程學系,"24 ","47 ",4年級,,,成績全到,"23 ","44 ","23 ","44 ",,,103
cfcfda7b96de7ee6b45562f573b49a0b34f5be8f03037e67a5e3b1c5d44d4580,"7  ","47 ",87.47,未鎖定,通訊工程學系,"7  ","47 ",4年級,,,成績全到,"7  ","44 ","7  ","44 ",,,103
0c7d496e0a088c51b816a82bdc0e0b88679e5280c73b9b9492ba9577e9d6640f,"12 ","47 ",83.80,未鎖定,通訊工程學系,"12 ","47 ",4年級,,,成績全到,"12 ","44 ","12 ","44 ",,,103
c32d19c44b42e5e725a0de66d5f1a69c274c37794596a546a9b2fbfcc9656b49,"8  ","47 ",85.69,未鎖定,通訊工程學系,"8  ","47 ",4年級,,,成績全到,"8  ","44 ","8  ","44 ",,,103
52119c84ac00342b1181b0d3fee3f590ea02d07629ef55dc6e76b477cb012341,"34 ","47 ",70.76,未鎖定,通訊工程學系,"34 ","47 ",4年級,,,成績全到,"32 ","44 ","32 ","44 ",,,103
5dfc0e9255928215ccc590d38a061ed548936e52e10c2fbf968cbd11297fd131,"22 ","47 ",79.93,未鎖定,通訊工程學系,"22 ","47 ",4年級,,,成績全到,,,,,,,103
ab3e6efcec3e11fc99948a69f11759e10261d7ed7fa94a2dbc0a583102efce92,"41 ","44 ",65.21,全班成績已到鎖定排名,通訊工程學系,"41 ","44 ",4年級,,,成績全到,,,,,,,105
473d6424c0926bdbf933f05d18144a2d7de20b4605f1b72d3ffd460c760dfb58,"44 ","44 ",56.43,全班成績已到鎖定排名,通訊工程學系,"44 ","44 ",4年級,,,成績全到,,,,,,,105
2e85daba258477208af36aa71ef586f0c2b2dc2f5ffd1bd1ef3580bb458bd6e6,"1  ","47 ",90.96,未鎖定,通訊工程學系,"1  ","47 ",4年級,,,部分未到,"1  ","44 ","1  ","44 ",,,103
0b99f9a357f9c922a1b5a4e3e2ff49bb4e2a1f424aa0d12b35ee009dafab66e7,"16 ","47 ",82.83,未鎖定,通訊工程學系,"16 ","47 ",4年級,,,成績全到,"16 ","44 ","16 ","44 ",,,103
4f14911ba3370de1308b7d9cbff4e39fdbaca71fc6010d1953db8ca519433d30,"33 ","47 ",72.55,未鎖定,通訊工程學系,"33 ","47 ",4年級,,,成績全到,"31 ","44 ","31 ","44 ",,,103
b0b92cd60346e544ff042fbc729a50ab02f9b0082304ea5ebbb0de6a08648033,"10 ","47 ",84.42,未鎖定,通訊工程學系,"10 ","47 ",4年級,,,成績全到,"10 ","44 ","10 ","44 ",,,103
7dcd770ae05ba696b95ec1ebc252fd11a101e86e1725e45a40ef449601441a58,"3  ","47 ",89.47,未鎖定,通訊工程學系,"3  ","47 ",4年級,,,成績全到,"3  ","44 ","3  ","44 ",,,103
22a8ae31dec56a0deb0976622f15d7b3fab41a0a280afd7ff6f0b1b3e700ee61,"42 ","47 ",64.99,未鎖定,通訊工程學系,"42 ","47 ",4年級,,,成績全到,"40 ","44 ","40 ","44 ",,,103
ba33576f654d505f68bd8bfeafdfb6ecf465d69fcd04234d06019fed877d73d5,"32 ","47 ",73.83,未鎖定,通訊工程學系,"32 ","47 ",4年級,,,成績全到,"30 ","44 ","30 ","44 ",,,103
7542ed436e314227913f777522701615f2d473ef7fbe361bf79e3f93cb80b206,"46 ","47 ",59.98,未鎖定,通訊工程學系,"46 ","47 ",4年級,,,成績全到,"43 ","44 ","43 ","44 ",,,103
2ed26145bf9c1bee55ecf303ebe8c74800945c7edb519196dbe6d2b696009e88,"25 ","47 ",78.30,未鎖定,通訊工程學系,"25 ","47 ",4年級,,,成績全到,"24 ","44 ","24 ","44 ",,,103
51b9feb3871c91a7958486548506c12436a8a1bd16ce68fef72a905708099355,"38 ","47 ",67.67,未鎖定,通訊工程學系,"38 ","47 ",4年級,,,成績全到,"36 ","44 ","36 ","44 ",,,103
f4eb9455a61072ea097fe1dd1290a12eae21da10dcc96a1c1b9db3d676f2063a,"23 ","47 ",79.67,未鎖定,通訊工程學系,"23 ","47 ",4年級,,,成績全到,"22 ","44 ","22 ","44 ",,,103
f03a3691e99b207a1082bb100fd77595791fbf0a79cbd19a2d9161fe263ccf94,"49 ","50 ",62.75,全班成績已到鎖定排名,地球科學學系,"49 ","50 ",4年級,,,成績全到,,,,,,,104
d614e9886c2945f13aa9065bc133069350966b8489b2d30767ac94e6799478a0,"31 ","50 ",74.97,全班成績已到鎖定排名,地球科學學系,"31 ","50 ",4年級,,,成績全到,,,,,,,103
f82363984c2b65120f856b1b40b4d33c5f6aec10b321040dc6eee3a8148d4d07,"14 ","50 ",80.38,全班成績已到鎖定排名,地球科學學系,"14 ","50 ",4年級,,,成績全到,,,,,,,103
4db402182085ceb0d0bfe664b9e1c41aff7e9ecc4bcf29a1a846f5f5d8df4f60,"4  ","53 ",85.83,全班成績已到鎖定排名,中國文學系,"4  ","53 ",4年級,,,成績全到,,,,,,,104
a3c7e3b6faf1854fd6993871fa0589c5a92ef2e981a6d0f34bda969fef14eb3a,"32 ","53 ",78.52,全班成績已到鎖定排名,中國文學系,"32 ","53 ",4年級,,,成績全到,,,,,,,104
d87f09be3d4cbdb9c1af25f56393b180bfb5adf7457b6496b84dd96f01e9798c,"46 ","50 ",71.61,全班成績已到鎖定排名,中國文學系,"46 ","50 ",4年級,,,成績全到,,,,,,,107
d5372c4a35fc1d3d8d83d65271a98ffe231346671a509f325f6c3e892fe44a21,"14 ","53 ",83.48,全班成績已到鎖定排名,中國文學系,"14 ","53 ",4年級,,,成績全到,,,,,,,104
bf93eba72f1be29c16c6f5151553829d53e76eb638846eeaf979d9ccef3f9558,"37 ","55 ",79.76,全班成績已到鎖定排名,英美語文學系,"37 ","55 ",4年級,,,成績全到,,,,,,,104
0354435f5adb99a7ea0b55e408ba06d4c035743179ed748ce5adfa74e0ce2fbf,"50 ","54 ",77.05,全班成績已到鎖定排名,英美語文學系,"50 ","54 ",4年級,,,成績全到,,,,,,,105
f510c26235012678cc79c4e70121e1958408574f999be56e769236a96ba91fd3,"42 ","55 ",78.85,全班成績已到鎖定排名,英美語文學系,"42 ","55 ",4年級,,,成績全到,,,,,,,104
992fd428dbd8125461e2eeb39c7f9c631afc76662c4470d2f6d092392b08e100,"8  ","30 ",83.14,全班成績已到鎖定排名,數學系,"12 ","67 ",4年級2班,,,成績全到,,,,,,,104
9f68980a61bbd5f9b3937b8476c036f5717597b9fae6553e0b6da086bc5221a3,"8  ","31 ",75.92,全班成績已到鎖定排名,數學系,"22 ","63 ",4年級1班,,,成績全到,,,,,,,105
6a7dda5c326e2ddad7417cc8de00f2cfdbc09a6fe04bdf1932bda1b07609ac85,"9  ","37 ",80.27,全班成績已到鎖定排名,數學系,"22 ","67 ",4年級1班,,,成績全到,,,,,,,104
12948a03dbecfe8425aa451593dcdc6b1e0cb93ea7d04bb3286a57e978ce205c,"15 ","30 ",79.00,全班成績已到鎖定排名,數學系,"24 ","67 ",4年級2班,,,成績全到,,,,,,,104
146dfb8348a83c99755d2cd96d47b5b130a78b3a50f7fc7d83823ded6d5b6ff9,"33 ","39 ",68.01,全班成績已到鎖定排名,光電科學與工程學系,"33 ","39 ",4年級,,,成績全到,,,,,,,105
e1e5fc5cc6db64a495d5f6cf9e33e0de07303f663440217ee6a97b2d26e98ef9,"1  ","35 ",86.42,全班成績已到鎖定排名,光電科學與工程學系,"1  ","35 ",4年級,,,成績全到,,,,,,,104
c32b1388252bdea557e8408c5a8c97108738a831ebb5669656dd9e85f96c4ff1,"23 ","58 ",74.94,全班成績已到鎖定排名,土木工程學系,"44 ","98 ",4年級2班,,,成績全到,,,,,,,104
e05f374fb1221901b9a75fc71c566d876be811395f0d96e9ea1deca0a6f88b15,"42 ","42 ",60.04,全班成績已到鎖定排名,土木工程學系,"93 ","93 ",4年級2班,,,成績全到,,,,,,,106
209d1155d2344ff615c300742f04e41feb55aa37471516681ed5ef551d7e191f,"7  ","54 ",86.96,全班成績已到鎖定排名,企業管理學系,"16 ",109,4年級2班,,,成績全到,,,,,,,104
f70b2ab5fc2c058508b1de3933bd6a6b52da29b1801ef8b571d9be39e54f627d,"8  ","49 ",82.96,全班成績已到鎖定排名,資訊管理學系,"21 ","96 ",4年級1班,,,成績全到,,,,,,,104
13ce7ee4b79383aec9a4f80726e61cd8aee618bf8210bc484e5d263712adddb1,"37 ","47 ",70.60,全班成績已到鎖定排名,資訊管理學系,"79 ","96 ",4年級2班,,,成績全到,,,,,,,104
b8016cacd35e5539ff937440cff05a3f53e5cf8e0e24cef47c90c4950331b427,"52 ","61 ",71.51,全班成績已到鎖定排名,財務金融學系,"52 ","61 ",4年級,,,成績全到,,,,,,,105
2f10bf69c11a2a27ee383ac341536987bb44d4ebe3ad2d03f830d34b912891e9,"39 ","62 ",78.19,全班成績已到鎖定排名,財務金融學系,"39 ","62 ",4年級,,,成績全到,,,,,,,104
a03a5c52c38b9607ce722777734d68e186aac8d91b2f1ca1471e9c21807c4dcd,"37 ","62 ",78.46,全班成績已到鎖定排名,財務金融學系,"37 ","62 ",4年級,,,成績全到,,,,,,,104
d55ad5fb9d3ffba6981fec23a62e33dd05266ce23eaba25a28e860ebbdbc4d4b,"53 ","61 ",70.60,全班成績已到鎖定排名,財務金融學系,"53 ","61 ",4年級,,,成績全到,,,,,,,105
ef5dd7c4e04ec32222903c326c728bafb2b8b64180c4d7052609f663f06b2249,"20 ","62 ",83.90,全班成績已到鎖定排名,財務金融學系,"20 ","62 ",4年級,,,成績全到,,,,,,,104
8a6d4d02d4331d4f3fbc5b7c11285f8805dc0fd4b8b6bfd20d46da7bd9031c65,"30 ","65 ",80.04,全班成績已到鎖定排名,經濟學系,"30 ","65 ",4年級,,,成績全到,,,,,,,104
4607831251aa327445da46a628502e289efe1557de461906ec5112adb47d82ce,"7  ","61 ",86.49,全班成績已到鎖定排名,經濟學系,"7  ","61 ",4年級,,,成績全到,,,,,,,105
438adc1bd946215dd24edf99defa26e0be22f0087f42a529d2b4bec8c0e79f90,"30 ","61 ",78.87,全班成績已到鎖定排名,經濟學系,"30 ","61 ",4年級,,,成績全到,,,,,,,105
5a10aba2ba1933a57a82d2b0a526bf92fb5c0c0ee072836dabd65d4cbcc7a77a,"39 ","65 ",78.03,全班成績已到鎖定排名,經濟學系,"39 ","65 ",4年級,,,成績全到,,,,,,,104
0dba5aa33ca90398b1379efdccaee36c67a16b452fc8d09ba399b818a4ec8df8,"33 ","49 ",72.95,全班成績已到鎖定排名,電機工程學系,"75 ","98 ",4年級1班,,,成績全到,,,,,,,105
f17efcfb7c9bc99a6ba14c10f70c3303a2100c872b46b07cd0b799c4044c39ae,"2  ","47 ",90.72,全班成績已到鎖定排名,電機工程學系,"4  ","97 ",4年級1班,,,成績全到,,,,,,,104
c08a5c2bcb8aa155d443faa733506b654d1aac75c8c644163f737a68d5078883,"40 ","47 ",70.43,全班成績已到鎖定排名,電機工程學系,"85 ","97 ",4年級1班,,,成績全到,,,,,,,104
5048775ba54d51a07e32062ab4584388f6d2741e2a61ee5590e6aba3196b4277,"21 ","61 ",80.40,全班成績已到鎖定排名,資訊工程學系,"54 ",109,4年級1班,,,成績全到,,,,,,,104
85df01332835242b38232e0992be10898b814282f657320f18df1bada12f0d74,"38 ","61 ",75.53,全班成績已到鎖定排名,資訊工程學系,"75 ",109,4年級1班,,,成績全到,,,,,,,104
71bc3d0917037209227470c334eb6780cef3ef5603fa3e0b76f02163547c4a1e,"25 ","48 ",82.57,全班成績已到鎖定排名,資訊工程學系,"39 ",109,4年級2班,,,成績全到,,,,,,,104
a3d2dd84e1177469391cbb4619f6955c38f56b1fd0700efee3e7aa7db29dd030,"11 ","52 ",79.49,全班成績已到鎖定排名,通訊工程學系,"11 ","52 ",4年級,,,成績全到,,,,,,,104
5df15a9387c3ed7fa5cf1360a059cf34c5769bb8c9e54004190c4bc9c5ede61b,"41 ","50 ",72.25,全班成績已到鎖定排名,地球科學學系,"41 ","50 ",4年級,,,成績全到,,,,,,,104
9e0973f7129d2446cded7c47d297751a7552f6224b3e9b79dad3255a5affeae3,"4  ","54 ",87.61,全班成績已到鎖定排名,中國文學系,"4  ","54 ",4年級,,,成績全到,,,,,,,106
8b9c13098ba4cc482a8a05b3340da8a30d80eb114a5d7f5ca8a471e654ee4b3f,"1  ","53 ",90.38,全班成績已到鎖定排名,中國文學系,"1  ","53 ",4年級,,,成績全到,,,,,,,105
eeb5317cea223758e19a6fb969ffff327a6c993669c0e021d6f2f042e3da7cf6,"31 ","53 ",79.03,全班成績已到鎖定排名,中國文學系,"31 ","53 ",4年級,,,成績全到,,,,,,,105
eb04e72ee48ecd2f913f6370b2ef4c1d246367d6966167503bfed5c9c6c1c1d6,"49 ","53 ",67.33,全班成績已到鎖定排名,中國文學系,"49 ","53 ",4年級,,,成績全到,,,,,,,105
a5235286ff1f15e47283d611859900d6fa5c619a0f716138f84593006f9e4853,"8  ","55 ",85.48,全班成績已到鎖定排名,物理學系,"8  ","55 ",4年級,,,成績全到,,,,,,,106
e1812f4a3d8f65d2bdc2b82ba47b5df92daa8a4e50f766250ae750dad773bed3,"15 ","31 ",71.93,全班成績已到鎖定排名,數學系,"30 ","62 ",4年級2班,,,成績全到,,,,,,,106
fd06ed5b9b33eac2cf028d987a61f2d36e38ead56438eee21444313ddd56c99a,"24 ","32 ",68.04,全班成績已到鎖定排名,數學系,"45 ","63 ",4年級2班,,,成績全到,,,,,,,105
69fb218fe6c98046e18ec108e692dfa8c56c99b1fbd986bc7acfeab07e6da161,"21 ","31 ",68.25,全班成績已到鎖定排名,數學系,"44 ","63 ",4年級1班,,,成績全到,,,,,,,105
ab68a25c106f6795c8368beb89984ba131d7670e1a8a527cea847f8b4c5000b8,"1  ","39 ",88.02,全班成績已到鎖定排名,光電科學與工程學系,"1  ","39 ",4年級,,,成績全到,,,,,,,105
479d0cabedbb7beb6cca224c8fcc59e9fc5866dc97cc9fdfebc28fc17bef202d,"17 ","39 ",74.42,全班成績已到鎖定排名,光電科學與工程學系,"17 ","39 ",4年級,,,成績全到,,,,,,,105
de6553f96bb64a1200c6822d7a7494781518423664bce4d1179f88bb9275d416,"22 ","39 ",72.46,全班成績已到鎖定排名,光電科學與工程學系,"22 ","39 ",4年級,,,成績全到,,,,,,,105
f24bd74a58c08277fb335fc31803bf96c86e545c475fedefbe3f3fe6480b30b3,"12 ","39 ",80.56,全班成績已到鎖定排名,光電科學與工程學系,"12 ","39 ",4年級,,,成績全到,,,,,,,106
bc37bee54b4380c9397e44b30b0cd1b6d8135ce0ac645022b2b577d39747eabf,"37 ","40 ",66.31,全班成績已到鎖定排名,土木工程學系,"76 ","84 ",4年級2班,,,成績全到,,,,,,,107
0e645c67498d86e184a81fd8e81262f8eab53b357a39738c4a26f08aa073ab3d,"44 ","44 ",56.76,全班成績已到鎖定排名,土木工程學系,"84 ","84 ",4年級1班,,,成績全到,,,,,,,107
1f6369253ac77f44504ab14923cb6b60c8bc363bd196e2159adbb3a3534a0718,"15 ","51 ",77.76,全班成績已到鎖定排名,土木工程學系,"32 ","94 ",4年級1班,,,成績全到,,,,,,,105
419451da53299e51c4be43fee11e03e96af744bb1225b7674b263045941280ec,"10 ","51 ",80.11,全班成績已到鎖定排名,土木工程學系,"21 ","94 ",4年級1班,,,成績全到,,,,,,,105
e309626e576ac93683b0f9ba0447ddd1fbc8a110b2eb784d54d05f148a8972ab,"2  ","43 ",86.03,全班成績已到鎖定排名,土木工程學系,"5  ","94 ",4年級2班,,,成績全到,,,,,,,105
cf8bd15437a2c7abda39abf7818438b6ce5d7c19a33fa57e7ed5fe8ab0e9f793,"21 ","49 ",82.35,全班成績已到鎖定排名,企業管理學系,"39 ",105,4年級1班,,,成績全到,,,,,,,106
e6d8edd4a2b2df3e8c6747678cd844a4671138b964d4141811bae88720b70520,"33 ","37 ",73.00,全班成績已到鎖定排名,資訊管理學系,"66 ","83 ",4年級1班,,,成績全到,,,,,,,105
b97ab5cd54887e75c9c0076364849f88c93051cebd6b7e0e12e570c5cb87e62d,"34 ","46 ",72.90,全班成績已到鎖定排名,資訊管理學系,"67 ","83 ",4年級2班,,,成績全到,,,,,,,105
291f44dbf44d44870a2702489551e4bcdf2f92d667a8e141723010d31dd0b8a9,"32 ","46 ",73.62,全班成績已到鎖定排名,資訊管理學系,"63 ","83 ",4年級2班,,,成績全到,,,,,,,105
95044cc5c61bf4f935f14e73a642170c47e38e5c963a4d5119f6537ac72c3ae6,"35 ","61 ",78.21,全班成績已到鎖定排名,財務金融學系,"35 ","61 ",4年級,,,成績全到,,,,,,,105
948d8c154d590f3b64f9fdec84f12daf46508d35ad592031504433d81ab65631,"16 ","61 ",85.05,全班成績已到鎖定排名,財務金融學系,"16 ","61 ",4年級,,,成績全到,,,,,,,105
d4d0a284820b55b631b19ad1cd7d4cf25d7929dfe62b994df5bcb72779083dde,"53 ","71 ",78.09,全班成績已到鎖定排名,財務金融學系,"53 ","71 ",4年級,,,成績全到,,,,,,,106
1c39548891a6b4c76751b76064761bff49dec32547679de540dba92ec358b92a,"41 ","61 ",75.76,全班成績已到鎖定排名,財務金融學系,"41 ","61 ",4年級,,,成績全到,,,,,,,105
38d487bb847f1389431f88e90c5de4efdb10ffb13be4dfc15ac2b106cc90519d,"36 ","61 ",77.80,全班成績已到鎖定排名,經濟學系,"36 ","61 ",4年級,,,成績全到,,,,,,,105
c589d42844f21a2f89b771d2abfcd35eb92153e7be1a5735baf318f9b5aea139,"40 ","71 ",77.91,全班成績已到鎖定排名,經濟學系,"40 ","71 ",4年級,,,成績全到,,,,,,,106
82d27d2c1214c9a15bb93e5825c601f8d5954bf89d781516083bcdc400642f9f,"49 ","61 ",71.79,全班成績已到鎖定排名,經濟學系,"49 ","61 ",4年級,,,成績全到,,,,,,,105
9893f59da9761faf8528510fca94e6b223c988bc12dbd6477bd144ee4fbf2159,"36 ","49 ",71.75,全班成績已到鎖定排名,電機工程學系,"79 ","98 ",4年級1班,,,成績全到,,,,,,,105
d42b8eaa5088a3f98c926115911b7b8f8c9dabf9bc3678d2d29506ab564a6ff3,"24 ","49 ",79.98,全班成績已到鎖定排名,電機工程學系,"43 ","96 ",4年級1班,,,成績全到,,,,,,,106
15f366dc2771ade6bc16067090d8dfaefadeee72e568b8d60196323c18d09033,"47 ","49 ",68.34,全班成績已到鎖定排名,電機工程學系,"88 ","98 ",4年級2班,,,成績全到,,,,,,,105
9f3bf54e03910542b968be749074dfb8b48e26349df19b997249b52f3d92d1ed,"38 ","54 ",73.27,全班成績已到鎖定排名,資訊工程學系,"83 ",115,4年級1班,,,成績全到,,,,,,,105
95c1a7f9611051a78dfa7fb731d0377487df192d6f979c6954a0871feb3b1f80,"46 ","61 ",73.05,全班成績已到鎖定排名,資訊工程學系,"85 ",115,4年級2班,,,成績全到,,,,,,,105
025c35b4769f5d0e4d9c1b92e73d15f910b8f76ae36e05a50e9194255409db61,"46 ","57 ",74.05,全班成績已到鎖定排名,資訊工程學系,"94 ",110,4年級1班,,,成績全到,,,,,,,106
6b7dcca0d515e7fe1b823fa6ca18709e277e513b281e258ff9c3b6a4c2679087,"54 ","57 ",68.32,全班成績已到鎖定排名,資訊工程學系,107,110,4年級1班,,,成績全到,,,,,,,106
305f7e71f42999cca90a5de6f8beb7ef15cb4ca088531caf129729bbc2fffd37,"36 ","44 ",70.53,全班成績已到鎖定排名,通訊工程學系,"36 ","44 ",4年級,,,成績全到,,,,,,,105
52b9c8322edbaf5fa5bf1721d2f2daeb63ce38a597bc74b8ecdb988b9b43c39c,"54 ","55 ",63.07,全班成績已到鎖定排名,通訊工程學系,"54 ","55 ",4年級,,,成績全到,,,,,,,107
8373c5e7347de8b6f2d4dd55fe41ac71b8e392c284526cad18658892105bfd13,"49 ","51 ",64.85,全班成績已到鎖定排名,地球科學學系,"49 ","51 ",4年級,,,成績全到,,,,,,,106
4a665b4880377d8c1e5babb6ce79bbc19dbed81c270b0e8dc9b8c9f94b24c193,"13 ","54 ",85.06,全班成績已到鎖定排名,中國文學系,"13 ","54 ",4年級,,,成績全到,,,,,,,106
988079a2730c98601c308ff31ceaa8600658e820e9956ed70d3a94a608f02372,"4  ","50 ",84.94,全班成績已到鎖定排名,中國文學系,"4  ","50 ",4年級,,,成績全到,,,,,,,107
369990cac37b2b96cfe53d4a0bf4b64499f0a78c65fc1228f5577263b7bd02f8,"12 ","50 ",87.43,全班成績已到鎖定排名,法國語文學系,"12 ","50 ",4年級,,,成績全到,,,,,,,106
af16c2dbd113adb2bb610fce55b4ab66519e20842d746279a19a4f08c706f2be,"2  ","51 ",90.35,全班成績已到鎖定排名,法國語文學系,"2  ","51 ",4年級,,,成績全到,,,,,,,107
f46915870a5d78249310a86dd388e5140547afd73ec304814b9d44cdb0db2ac7,"7  ","31 ",76.85,全班成績已到鎖定排名,數學系,"17 ","62 ",4年級2班,,,成績全到,,,,,,,106
5dcee829a2e9f8fa05f14116a0726095aefa6e6987d3fb3e449cf65d41ee48b5,"14 ","30 ",72.05,全班成績已到鎖定排名,數學系,"30 ","61 ",4年級1班,,,成績全到,,,,,,,107
ab5d6a3f01a974b578bd8a9b4b6af664dbe83e2e0ad970a0b7cdb2039536617b,"35 ","39 ",69.32,全班成績已到鎖定排名,光電科學與工程學系,"35 ","39 ",4年級,,,成績全到,,,,,,,106
332993448a9a2d1b0bb435d799d62f15b56399f64748494f3b59343d07e8f91a,"31 ","39 ",72.32,全班成績已到鎖定排名,光電科學與工程學系,"31 ","39 ",4年級,,,成績全到,,,,,,,106
9172187fb538dfc158f0df5ad290cdc1d3ac3fb0f7a708ddd01990df9ab1ee56,"35 ","42 ",70.14,全班成績已到鎖定排名,土木工程學系,"68 ","93 ",4年級2班,,,成績全到,,,,,,,106
1b63de1d1a68faaeac85f1bb7655174a7a9d883b170a143aec01902ccdaa5e25,"15 ","51 ",77.48,全班成績已到鎖定排名,土木工程學系,"37 ","93 ",4年級1班,,,成績全到,,,,,,,106
7699fef785cc2fcfb68b7a8bcaf7e18177f4199568cc4fa6f85bd1906b195517,"37 ","56 ",74.71,全班成績已到鎖定排名,資訊管理學系,"67 ",106,4年級1班,,,成績全到,,,,,,,106
306f655879b5f47d826420caef166ba0337ee639b09c2e5cd827740b7b2f20b2,"19 ","56 ",80.53,全班成績已到鎖定排名,資訊管理學系,"34 ",106,4年級1班,,,成績全到,,,,,,,106
8542589ecfa5015c00507c13b34288003dcde02b19367bc0efc008829aef3e29,"41 ","46 ",65.77,全班成績已到鎖定排名,資訊管理學系,"88 ","95 ",4年級1班,,,成績全到,,,,,,,107
9847402a1065f5600ffa4beb33df4c76d7dd75fe67eb55e3b12b96d7ee69f9e6,"36 ","50 ",71.23,全班成績已到鎖定排名,資訊管理學系,"82 ",106,4年級2班,,,成績全到,,,,,,,106
7688e8a4ed0f7b3173e25be01ba7189171272303d3bc02324bd0d593866b705f,"12 ","50 ",81.60,全班成績已到鎖定排名,資訊管理學系,"27 ",106,4年級2班,,,成績全到,,,,,,,106
ead194889b23103ca15f54f06eafc4f7550a7a76f227512f1a9a4eb556cf29b0,"64 ","71 ",71.04,全班成績已到鎖定排名,財務金融學系,"64 ","71 ",4年級,,,成績全到,,,,,,,106
211e2c01a3ff3cc373643c415995b38e980388091a0d7251a490bce67d2e7dab,"20 ","71 ",84.96,全班成績已到鎖定排名,財務金融學系,"20 ","71 ",4年級,,,成績全到,,,,,,,106
7439390c9f3418a74637926525bd2546b78dc45f6852e6cd1253c5ed91b8435b,"68 ","71 ",65.81,全班成績已到鎖定排名,財務金融學系,"68 ","71 ",4年級,,,成績全到,,,,,,,106
051ecb154a7832bb203ffee6b82dcec41836468fb3a31e492b101aa26ee2c1eb,"46 ","71 ",79.66,全班成績已到鎖定排名,財務金融學系,"46 ","71 ",4年級,,,成績全到,,,,,,,106
035a07bf37eaa5363047045c49a2b1e9973fa4174957e10bf47b5d11e7bc60b8,"44 ","71 ",80.21,全班成績已到鎖定排名,財務金融學系,"44 ","71 ",4年級,,,成績全到,,,,,,,106
d4f2a8180ac054813c2d1ab4e480f9db578ba5b83d7343b8f85ee8b2fae131af,"39 ","71 ",78.80,全班成績已到鎖定排名,經濟學系,"39 ","71 ",4年級,,,成績全到,,,,,,,106
d4a23ec5712529ce2763e5aa5b50ef992fa407333d3ebf28239fdadc445b32ac,"48 ","68 ",75.89,全班成績已到鎖定排名,經濟學系,"48 ","68 ",4年級,,,成績全到,,,,,,,107
d07704a31d19c2ac3453b355b984ec705382c8767653f1b2d5ae43abcde8cfdf,"20 ","71 ",83.22,全班成績已到鎖定排名,經濟學系,"20 ","71 ",4年級,,,成績全到,,,,,,,106
579c2f6d1b15b557ab061b8cd90d8fde092c6d5f1658d4a71d672a143f6c13dc,"29 ","71 ",81.06,全班成績已到鎖定排名,經濟學系,"29 ","71 ",4年級,,,成績全到,,,,,,,106
25427ec4ef53dc577f415579db984234b8f3fb501a8e458629062648cab6af79,"8  ","71 ",88.31,全班成績已到鎖定排名,經濟學系,"8  ","71 ",4年級,,,成績全到,,,,,,,106
fdb786ffdbf38b4bee66fcdb05637ddde9f4f04e17d290e422c0398a9f540d3a,"27 ","68 ",80.89,全班成績已到鎖定排名,經濟學系,"27 ","68 ",4年級,,,成績全到,,,,,,,107
57968ccf6755a4cc1733d04fa6b025e9c10bee29d298e8f91ad6e4034b94ad41,"10 ","71 ",87.68,全班成績已到鎖定排名,經濟學系,"10 ","71 ",4年級,,,成績全到,,,,,,,106
fad43589fd1334e80f3c2297155a9de3fea6b6e225937beaffa51aa51dfda2b7,"45 ","71 ",76.71,全班成績已到鎖定排名,經濟學系,"45 ","71 ",4年級,,,成績全到,,,,,,,106
bb99ae25e438dd53b1bb5db3437f82cb297f6c1694da8558e1235c31b4945c04,"46 ","71 ",76.56,全班成績已到鎖定排名,經濟學系,"46 ","71 ",4年級,,,成績全到,,,,,,,106
7ee8bc8216b08ccf79c257112e6ea381172832c644424a0895cd6b66ab83f314,"35 ","68 ",79.20,全班成績已到鎖定排名,經濟學系,"35 ","68 ",4年級,,,成績全到,,,,,,,107
edb859369d05a5e1a5a16fe27b0a2d61967cff8aa8726637fc4bcf65577e6d82,"28 ","49 ",78.62,全班成績已到鎖定排名,電機工程學系,"51 ","96 ",4年級1班,,,成績全到,,,,,,,106
