學號,課程屬性名稱,分發代碼,結束的分發時間,志願序,籤號,選課的結果,學期別,課號,學生班別,學生所屬系所,學生性別,學生年級
5c7e5c4f4dec1560bcfd7f4ab726cbfa2365aa708c8446a795861f312744f8a0,選修,419,2017-02-21,1,1,中選,1052,14009,,哲學研究所碩士班,女,1
65ede66873bb96f056f15e72f35080f109d3f681866bc218c7edf90a013ddf1a,選修,419,2017-02-21,1,1,中選,1052,14010,,哲學研究所碩士班,男,3
63a53430ea001008732b18a4de351a7a087d5123455a2cef749e2e145cbac41c,選修,419,2017-02-21,1,1,中選,1052,14010,2,機械工程學系,男,4
2273a8dc241a671810b5a1efcb2333c5f7441c7c6bd8a3287838cc877a138905,選修,419,2017-02-21,1,2,中選(初選),1052,14010,1,機械工程學系,男,4
685889ad60fc3869109e040d451b08f7ea31481c93f1d0a023e7c6ea40de9fe0,選修,419,2017-02-21,1,3,中選(初選),1052,14010,2,機械工程學系,男,4
486f9c1138c020af1dbd840f078b86044cfbc54f099b0117390670b07071d165,選修,419,2017-02-21,1,1,中選,1052,14011,2,機械工程學系,男,4
029fd7d9b9ff5961c989b11b7e2fca8b8c57d3cc6604932cd8488698b16e4ccb,選修,419,2017-02-21,1,1,中選,1052,14011,,經濟學系,男,4
6bc4a10c9777ff9efec45665ad938d94c1a16cd0bb2b4712feb8fdb3fdd83dcb,必修,419,2017-02-21,1,1,中選,1052,15001,1,土木工程學系,男,2
e5347a6a6ac6d0b9f679b93d3508c139f182e41ae40acd5638c6e2a1300d6a2e,必修,419,2017-02-21,1,1,中選,1052,15001,,通訊工程學系,男,2
4ca5ad0b054916a352a78727828ab6c8bc0902fed770706e104350a23381fea2,必修,419,2017-02-21,1,2,中選(初選),1052,15001,,光電科學與工程學系,男,2
741b03eea0ad62346b8bb84e8add868ee09fcbdbd3e25568fd7065099ff0fb4a,必修,419,2017-02-21,1,2,中選,1052,15001,,客家語文暨社會科學學系,女,2
638b560571592d6c769252d6b316179f225d6b958990d0a5d7091abd9befb92d,必修,419,2017-02-21,1,2,中選,1052,15001,,中國文學系,男,3
09ddcb47d66a14bcbabd25621621cf18d07d41eb76cfa9f9fae9a98155ffae61,必修,419,2017-02-21,1,4,中選,1052,15001,1,機械工程學系,男,3
ba758f3886a70bae8a25a71266d09f982180005ffbe509dfc343124aad7767ee,必修,419,2017-02-21,1,5,中選,1052,15001,,中國文學系,男,2
34a245820d82a4f570635753ad8f00a02ee0c168cafb1a58bbfc43d67de9f339,必修,419,2017-02-21,1,6,中選(初選),1052,15001,,中國文學系,男,2
ade5e9c3691e3566d6f4024e00ae4173f95eeaec75a9b9500b936716de7677df,必修,419,2017-02-21,1,7,中選,1052,15001,,中國文學系,女,2
338fd9d7f0d2050cd5faab6411c79f7ef17fd0fb2ec295fa371a93a275bfba5b,必修,419,2017-02-21,1,8,中選,1052,15001,1,土木工程學系,女,2
65fcd656ce93807621c9e3439db7caee2046a837a38500e41f6ad1e6adf18479,必修,419,2017-02-21,1,9,中選(初選),1052,15001,,中國文學系,女,2
d644f031214d1677e3569d32566832ec308bd194f78f7e280fe36a620592d569,必修,419,2017-02-21,1,9,中選,1052,15001,,中國文學系,女,2
f385c17c1bf1c84f811bb5e7026918bb92675edbb652468b09f75bb74c605456,必修,419,2017-02-21,1,11,中選,1052,15001,,光電科學與工程學系,男,2
357b5493d13c1befe4efd772978fc491b0864b35297002e283d39bef300ccb29,必修,419,2017-02-21,1,16,中選,1052,15001,1,土木工程學系,男,2
66f061c7cae40f7ba6df65874f555c68095c669664b01b15db5830e609663c4b,必修,419,2017-02-21,1,24,中選,1052,15001,1,土木工程學系,男,2
9f0534ef79a2e5e226caefa9411b233fe4136164b4bf7cacf8b4d45f91c75377,必修,419,2017-02-21,1,25,中選(初選),1052,15001,1,土木工程學系,男,2
d3334187c4eb564654f29c7051d6a66b31299ee6db36c878e56a43c37f398af7,必修,419,2017-02-21,1,89,中選(初選),1052,15001,,中國文學系,男,2
f65f9946f773da9e5d8bf5458cf4e27b0479583dc1dd2074afd37283be0842bb,必修,419,2017-02-21,1,91,中選(初選),1052,15001,,光電科學與工程學系,男,2
8125ff000cd28b8186c994b422ff909a15ec808092d3813b54a5a2e91428e5e1,必修,419,2017-02-21,1,92,中選(初選),1052,15001,,光電科學與工程學系,男,2
8d5ae04adf5e4a151974f58a094a91bba2d50d7a2228adb22748a5a21662a4c4,必修,419,2017-02-21,1,93,中選(初選),1052,15001,,客家語文暨社會科學學系,女,2
dafda23a7dee61576d26f7603677cb66a7c376a617f63f2974719868c32c3903,必修,419,2017-02-21,1,97,中選(初選),1052,15001,,光電科學與工程學系,男,2
46f7086c46ffba4ec142eda8ddd1b6675958b5b092beafe6aa7a5ed23adac959,必修,419,2017-02-21,1,98,中選(初選),1052,15001,,通訊工程學系,男,2
7e5afbcb1f2dca2d09934a8afb2bf71354969de6093a3e9958641f205fd92e36,必修,419,2017-02-21,1,103,中選(初選),1052,15001,,光電科學與工程學系,男,2
b3c8be81d087028420d008db5188c7efb64bd7bdf5feeae7448ef47978e3725c,必修,419,2017-02-21,1,109,中選(初選),1052,15001,,中國文學系,女,2
9bb4563e3c500c561b28f9f29e23198a2220b98bffdaf358cba78302b2dee8ea,必修,419,2017-02-21,1,111,中選(初選),1052,15001,,中國文學系,女,2
0204ea603bef645bc150610ee9da4cb1c44386527c4da17d9f1eed0f4618edbe,必修,419,2017-02-21,1,113,中選(初選),1052,15001,,光電科學與工程學系,女,2
5fe00207acac64e7b8301af0c8812fd96bc86e8b9c178a9b0fc629af219290ea,必修,419,2017-02-21,1,120,中選(初選),1052,15001,,光電科學與工程學系,男,2
6174853884bfe9f9c141aa0300952c6398a1de644f3bf6e4fbd972477dfdc284,必修,419,2017-02-21,1,126,中選(初選),1052,15001,,通訊工程學系,女,3
3cd5d7b87866caba5daf40627f76e0845302b0d5c4794f33587426f41e35e9c3,必修,419,2017-02-21,1,0,中選(密碼),1052,15001,,法國語文學系,女,2
edddea217aeecfee87fe47a75b26dd741fce42a6912bfa30195e62c3aeee66c5,必修,419,2017-02-21,1,0,中選(密碼),1052,15001,2,機械工程學系,男,2
caac882cd4aed2307ad177d7e4d45d83265c305d0c921939579b2e9505f6bc2c,必修,419,2017-02-21,1,0,中選(密碼),1052,15001,2,資訊工程學系,女,2
65d3834aad7e8027a94920a4eae4cab7f623d017633522d8f5e6824c92e482e5,必修,419,2017-02-21,1,0,中選(密碼),1052,15001,2,大氣科學學系,男,2
624a8e74d9d877680b68fb827cceb0490260940f029e5bacaf263019d1232455,必修,419,2017-02-21,1,1,已上另一門,1052,15001,1,土木工程學系,男,2
f6d152f7b2a120dd5913b050a6eaca8db5b6500d1c5dee17f3fbdc35d0139b4a,必修,419,2017-02-21,1,1,中選(初選),1052,15002,2,資訊工程學系,男,2
ebb03aa4625d143b4128f8c35aac970ec4837ec463cccf21ef75325cce933526,必修,419,2017-02-21,1,2,中選(初選),1052,15002,2,資訊工程學系,男,2
13a8b4885bce07f8f28fd7d314e8b5c6c945c3526b260af087b8bb4c4b187067,必修,419,2017-02-21,1,3,中選(初選),1052,15002,2,數學系,男,2
3b512f64c473355f7fbaee661354450bf065ec3661410982ef0e999ae7a320e6,必修,419,2017-02-21,1,4,中選,1052,15002,1,數學系,男,2
e4a732f6409a9afe67b86f9e79c91f0f02ef77c76943aebaff414644b8658e7c,必修,419,2017-02-21,1,5,中選,1052,15002,,財務金融學系,男,2
2ecbfcb98996bd9cc5f991900d5baba94eb49b57970f25c8d3559d9f5ee3620a,必修,419,2017-02-21,1,6,中選(初選),1052,15002,2,資訊工程學系,男,2
c6e18a9476294fcf7053ffc5d84bacbae71994161909db1c4a7bfd7a2b10d36f,必修,419,2017-02-21,1,10,中選(初選),1052,15002,2,數學系,男,2
cdc94a36dfd844e306eaf6c133d1d32d7deb6c2eb1e105f34b2d4da9fcbe2046,必修,419,2017-02-21,1,16,中選(初選),1052,15002,1,資訊工程學系,男,2
0a56a9b98f4ecb87fa68f772aef43334038601f064b8395cb26cfa6278b16550,必修,419,2017-02-21,1,58,中選(初選),1052,15002,1,數學系,女,2
ff01484a846ba571ac5186c7975003c29ab8e9885ef633c7253686ddbd91b3d6,必修,419,2017-02-21,1,71,中選(初選),1052,15002,,財務金融學系,女,2
1ae5ba6b454f9e7041537e14277f9f7610ee33bd157040e1821f20cb6961557d,必修,419,2017-02-21,1,80,中選(初選),1052,15002,,財務金融學系,女,2
b5889b99cbf57cd708d5379911516a1239051486125c9ced2e04c8d46ce1b3a9,必修,419,2017-02-21,1,113,中選(初選),1052,15002,,財務金融學系,男,2
e523edf634bc7c721e67fe82bd18b83df269f0a8d450bf5aff32373904abc6c6,必修,419,2017-02-21,1,115,中選(初選),1052,15002,1,資訊工程學系,男,2
a7f548f03014c929df9e1388cbff15bb8ccb1c8b7fd0bb41c3d1e10b84420e47,必修,419,2017-02-21,1,116,中選(初選),1052,15002,2,資訊工程學系,男,2
82c4a35e974878e357000c7a28403c97b36cddfdff8a227dfaed3a0b58bb6b44,必修,419,2017-02-21,1,117,中選(初選),1052,15002,,財務金融學系,女,2
da0ec37fe305a9ac48b32c258cdf2e3d5cd69c99b1dea36a0c0c2263c1462674,必修,419,2017-02-21,1,118,中選(初選),1052,15002,1,數學系,女,2
1fffb669b2510019294ff6ff6fc4d7afd7364b34764ae711f500c50b22e56af1,必修,419,2017-02-21,1,125,中選(初選),1052,15002,1,資訊工程學系,女,2
e03ba01bdfebb94576ac76e1768559b548375cc3be0af38f9a75bf942284ab58,必修,419,2017-02-21,1,126,中選(初選),1052,15002,,財務金融學系,女,2
2e737f5833d4dd9b32d0564b80708e6730edf8b88b960ec4a76ba3424b0cb89a,必修,419,2017-02-21,1,127,中選(初選),1052,15002,1,數學系,男,2
ecf44f29ccc2464aebd3aeb61e62bdbb6ecff5c1332645388ab6a9f01a29952b,必修,419,2017-02-21,1,128,中選(初選),1052,15002,,財務金融學系,女,2
3bf2e222bc907426c101a41f0ede1c3d8bf99f1984ff3380e5487af3cfd7b340,必修,419,2017-02-21,1,129,中選(初選),1052,15002,,財務金融學系,男,2
2bbfa31e480e99b35e7bc477d8e07895f0ac98d74b15a86fd40a4eba81f8fd47,必修,419,2017-02-21,1,130,中選(初選),1052,15002,1,資訊工程學系,男,2
e6d741beadd5133cab45031e904979a73f07a8d63353c8b9a31d071f24447a33,必修,419,2017-02-21,1,131,中選(初選),1052,15002,,財務金融學系,女,2
fd2c3e4eea3521272c686c439923e8b48a9af9e1401ceac89a3d45eaa4b86735,必修,419,2017-02-21,1,132,中選(初選),1052,15002,1,數學系,女,2
e88e4111dcd46fd7dea1ff1a9138742215d17396dde0ab77f6ba217c522ebca1,必修,419,2017-02-21,1,135,中選(初選),1052,15002,2,資訊工程學系,男,2
4d4333d0a6e29d22c38d8580dff3394ee0cf6c5a9e395dd090a3775432bb8bfe,必修,419,2017-02-21,1,136,中選(初選),1052,15002,2,數學系,男,2
4cc5cedd495eee24a0e1045c7056f5aff1d7f1246afe5c4a2fd2a73e97b34b97,必修,419,2017-02-21,1,137,中選(初選),1052,15002,1,數學系,男,2
a63f213d8021730ea59c158edeaae38acff9d412b8a7434447a508581d2c106a,必修,419,2017-02-21,1,138,中選(初選),1052,15002,2,資訊工程學系,女,2
6487894ab534b90755b2c553f7a0153b00d0ff8b50524617e1bdfe90e70f7ddf,必修,419,2017-02-21,1,139,中選(初選),1052,15002,2,資訊工程學系,女,2
f89e12b24c8fb0012c1806e1eed1f987514a04f32195d8ce6760261e66d9b486,必修,419,2017-02-21,1,140,中選(初選),1052,15002,2,資訊工程學系,男,2
78e15f385a15f1d29f752c79140955ea410ed43dc23f68405ee038a9224cd2f6,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
65c414e39df2f4fb59e97efb5e3622a8afdff37e1e182d3c1300f215553d469e,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
3a7cdd70407648362ca0436da6e7ffbabb27e66062f9a732162be5c6232db161,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,女,3
c766adf08c0b6afdb3319ba6c71307fd39fab0dd904863f43dea09434405bc0a,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,女,3
1d1a00a61fc7a50f8d74aed07b179e0668d79316dcc13805473ca3c91db21fad,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
aa89535c607c8cbb02fad6fcb6c1fb7573595526440be3842c568295fd7af25d,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
580ff68f3ff32f5de648c0faf05815de8e748f24ea1e5884b3080304704f9f60,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
8434beeeebb6c8a9b465d41e96cf2e4d180fbdaaac5fbe248fb8b3abc89c7b4d,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
ee358a85dab3278ec80dd3785d4d5c56933d5659acda9a99fd0b82cff241810c,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
9e0508408176b8a7fe72504acd536b761a7c3e9e0f743dc35c585c5bedcbce34,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,3
40856d365afc1af50cac8070a656677d723fe5b69d637d7d25f3b4469101cd86,必修,419,2017-02-21,1,0,中選(密碼),1052,22047,,物理學系,男,2
b7e379e9655cfd6a84d3727c11f6d293d6dae41144d902d454b60d61e36d1656,必修,419,2017-02-21,1,0,中選(密碼),1052,22048,,物理學系,男,3
1e86cc1ba8654d7eb285182c520ee73896f45f30cf8dd21224f1bb030e8fefda,選修,419,2017-02-21,1,1,中選,1052,22049,,物理學系,男,4
43cd30ddcdb38056f2413a7e116fd937ce335d4aa4bbc4e04f8e4c1b5c3067b2,選修,419,2017-02-21,1,1,中選,1052,22049,,物理學系,男,4
50f9db17143d3273a3cadd472eb0373a98cb8ae824c6a3c3cc244050eb5b5736,選修,419,2017-02-21,1,2,中選,1052,22049,,物理學系,女,4
0aab00914b966c07926a95ab039858b37a45d1e19887ac827e1ca6789f0ff4e7,選修,419,2017-02-21,1,2,中選,1052,22049,,物理學系,女,3
9d494d84f4a2285a883b4b274e7f047dad8f29c7feaa5c3b0eefdc652853f6ac,選修,419,2017-02-21,1,3,中選,1052,22049,,物理學系,男,3
0d147b02a2c6b3eaadbe6966819e83b1d91b1c8ba896f93a1de69d16653e5f1c,選修,419,2017-02-21,1,4,中選(初選),1052,22049,,物理學系,男,3
b01b5f01fdf2d3d1a116300364a68a31c8722b72194c9442ad5ce3e525ea8bbe,選修,419,2017-02-21,1,5,中選(初選),1052,22049,,物理學系,男,3
9f5bbd5fb03a23e43535d3248cc5ef6820f4335661d460db820a62e594e18c5f,選修,419,2017-02-21,1,6,中選(初選),1052,22049,,物理學系,男,4
64ac42ba0672db0625ed04694c8c02df2b6f6648beaef60ffdf40103d4fe2b02,選修,419,2017-02-21,1,8,中選(初選),1052,22049,2,大氣科學學系,男,3
216a1b867543cf05d2c9a6ead2b38bfc24f8c029e078d0a3e3df69bee240a6ed,選修,419,2017-02-21,1,10,中選(初選),1052,22049,,物理學系,男,4
f947015582bb529625172fd257fc6cd5c0f5095cee8d69b5e6a673a6627058f4,選修,419,2017-02-21,1,12,中選(初選),1052,22049,,物理學系,男,2
80710249f210d235ceca1a5aa7a3415ec6f538bcfa3ee48fd539fd44e2a0609f,必修,419,2017-02-21,1,13,中選(初選),1052,22050,,物理學系,男,3
b7e379e9655cfd6a84d3727c11f6d293d6dae41144d902d454b60d61e36d1656,必修,419,2017-02-21,1,14,中選(初選),1052,22050,,物理學系,男,3
29648dc0aeeea1cd957f507d71602eb4eeb5192ef6b488170d4cdc50cf229bba,必修,419,2017-02-21,1,15,中選(初選),1052,22050,,物理學系,男,3
dc3a0355e95f4640e0b68cb430e259787c86f7e2456d2efbea422e36e20897be,必修,419,2017-02-21,1,17,中選(初選),1052,22050,,物理學系,男,4
e4713e4f3fe667d53258a3dda8748673ffd7381853fc987a13c0f04f87802d89,必修,419,2017-02-21,1,21,中選(初選),1052,22050,,物理學系,男,4
51798a504128b1a2840c447627f5221369b1680751713463569f4724f757eab6,必修,419,2017-02-21,1,22,中選(初選),1052,22050,,物理學系,男,3
78344be76608c938e5d88c01c79861f2ac45137e3f3be4251992aae7c14afdce,選修,419,2017-02-21,1,1,中選,1052,22051,,物理學系,男,4
230fad69bccb95fb332ab053fe5913d83d3c39cd6862c3eedd5f579ef7ada31c,選修,419,2017-02-21,1,2,中選,1052,22051,,物理學系,男,4
6f00d70e3b17aa557dfc603e372e6e435c01c444b332cb7c79d263762b49c0c0,選修,419,2017-02-21,1,2,中選,1052,22051,,地球科學學系,男,4
3119cdd74ff7699a84736e91e77cb87c29a468c41faf469d5171189f8456ca98,選修,419,2017-02-21,1,2,中選(初選),1052,22051,,物理學系,男,3
2b7180717d48d3a502aa181acddff2494b9dca1cad864914de4f45abfdeed027,選修,419,2017-02-21,1,3,中選(初選),1052,22051,,物理學系,男,3
72ce46097d5df97105b3c4607037ecc45e6594548f63699623bdd3e35e163cfb,選修,419,2017-02-21,1,6,中選(初選),1052,22051,,物理學系,男,4
3c60254ac4db6eaf1b6720f400ea41429c1d8d445508caddb6ead1aa3f0d30b4,選修,419,2017-02-21,1,12,中選(初選),1052,22051,,物理學系,男,4
af6afe7bfe1bc3fffc625bae1cd9e83a788daa9688f31bff2adbbf8e7d9d325b,選修,419,2017-02-21,1,0,中選(密碼),1052,22051,2,大氣科學學系,女,4
fcd78879fb56eb8d7f8e33b300c1f454334e64c6fadc7bda2dfa38ad02957686,選修,419,2017-02-21,1,1,中選,1052,22052,,物理學系,男,3
64a3332f6254645316c28a71b38d871b9d816164e1216da059ef814035ecb25d,選修,419,2017-02-21,1,1,中選,1052,22052,,物理學系,男,3
b01b5f01fdf2d3d1a116300364a68a31c8722b72194c9442ad5ce3e525ea8bbe,選修,419,2017-02-21,1,1,中選(初選),1052,22052,,物理學系,男,3
78344be76608c938e5d88c01c79861f2ac45137e3f3be4251992aae7c14afdce,選修,419,2017-02-21,1,1,中選,1052,22052,,物理學系,男,4
002ea19477ad933fb6d19788c31d6f065ed717afedf8a76f16b7f618c1f96006,選修,419,2017-02-21,1,2,中選,1052,22052,,物理學系,男,4
a1c964324a4fd62a3311c8f5a061e7f0085f583e51732531c989519444eb5501,選修,419,2017-02-21,1,2,中選,1052,22052,,物理學系,男,3
f947015582bb529625172fd257fc6cd5c0f5095cee8d69b5e6a673a6627058f4,選修,419,2017-02-21,1,2,中選,1052,22052,,物理學系,男,2
e3fb401a9b5b945de8495b20b529af1235a7d603df2a853e0ad41e577a039240,選修,419,2017-02-21,1,3,中選,1052,22052,,物理學系,男,3
a76e22ca38a533b1c8918c84d771b2037ac7236cf45119e67cd8537c691f8b7b,選修,419,2017-02-21,1,4,中選,1052,22052,,生命科學系,男,2
aaef0950b1007fe348cbbf9a1a1cff6f8701a8a5137ca02ca5e63259f19c0d2a,選修,419,2017-02-21,1,5,中選(初選),1052,22052,,物理學系,男,4
eabbbb41b529d17162fff9320ae3bf2ae272626e9c283efc69eb917e87216c03,選修,419,2017-02-21,1,6,中選(初選),1052,22052,,物理學系,男,3
51798a504128b1a2840c447627f5221369b1680751713463569f4724f757eab6,選修,419,2017-02-21,1,7,中選(初選),1052,22052,,物理學系,男,3
580ff68f3ff32f5de648c0faf05815de8e748f24ea1e5884b3080304704f9f60,選修,419,2017-02-21,1,8,中選(初選),1052,22052,,物理學系,男,3
b678f16aa527ea24a4fa21782a10ff18d341e509b1acb35e352b5411988c7b3c,選修,419,2017-02-21,1,9,中選(初選),1052,22052,,物理學系,男,3
dafc35ae654e0cb7723eba98c99a08a7f353050fa266cfde8b685af535608927,選修,419,2017-02-21,1,10,中選(初選),1052,22052,,物理學系,女,3
786ead2844e6aec4e9cdf8e16d14a7912048d5d115ea9e5a7780360e33b75df8,選修,419,2017-02-21,1,11,中選(初選),1052,22052,,物理學系,男,3
29648dc0aeeea1cd957f507d71602eb4eeb5192ef6b488170d4cdc50cf229bba,選修,419,2017-02-21,1,13,中選(初選),1052,22052,,物理學系,男,3
1d1a00a61fc7a50f8d74aed07b179e0668d79316dcc13805473ca3c91db21fad,選修,419,2017-02-21,1,15,中選(初選),1052,22052,,物理學系,男,3
400295bad2f3920e60439cc7a21da5cc35e0927461e5fa394ad39c9f6b309f40,選修,419,2017-02-21,1,16,中選(初選),1052,22052,,物理學系,男,2
2cd1c7643f423afd6ba59b7be0ed92ce98b990364e1e919196f823f2eb744f7e,選修,419,2017-02-21,1,18,中選(初選),1052,22052,,物理學系,男,3
170ec2598933cf8a366909981a023085df3a7a37b1e393bec6db8860a4601f94,選修,419,2017-02-21,1,21,中選(初選),1052,22052,,物理學系,男,4
961ffee30c92662bd0592ce454114f887debf02d301ba24a282c09dae96fb85c,選修,419,2017-02-21,1,22,中選(初選),1052,22052,,物理學系,男,3
af09c732822eac5d7926d9381538549bfc2e41422c9b7c5e62338b1ea8c155d0,選修,419,2017-02-21,1,23,中選(初選),1052,22052,,物理學系,男,4
018bd883a329d7cbd79c53b54fbe04de30b9c4ae6948d8fbe353aab4f8def580,選修,419,2017-02-21,1,25,中選(初選),1052,22052,,物理學系,男,3
d326b2f716061590efab6dcbf413921e2b11c241c5429e4988dc8628fd06120f,選修,419,2017-02-21,1,26,中選(初選),1052,22052,,物理學系,男,3
ee358a85dab3278ec80dd3785d4d5c56933d5659acda9a99fd0b82cff241810c,選修,419,2017-02-21,1,27,中選(初選),1052,22052,,物理學系,男,3
b7e379e9655cfd6a84d3727c11f6d293d6dae41144d902d454b60d61e36d1656,選修,419,2017-02-21,1,28,中選(初選),1052,22052,,物理學系,男,3
4912d5c30798913c7042156538d4fac3350923242d2f5ce210d941d115bffa0c,選修,419,2017-02-21,1,29,中選(初選),1052,22052,,物理學系,男,4
9a2a62ae3ef3930caa921c77c9132e20dd3cb75c53632a08accc4354fd3aa841,選修,419,2017-02-21,1,31,中選(初選),1052,22052,,物理學系,男,4
847a4653cccb60e1318d34a7cd2d952219744ee995d308b52255258a6537e7d2,選修,419,2017-02-21,1,32,中選(初選),1052,22052,,物理學系,男,3
c0782c1c5dc79ec2bc69c9d6c30058f052c13c0342f3d6d4262038996802abd3,選修,419,2017-02-21,1,33,中選(初選),1052,22052,,物理學系,男,4
a5235286ff1f15e47283d611859900d6fa5c619a0f716138f84593006f9e4853,選修,419,2017-02-21,1,34,中選(初選),1052,22052,,物理學系,男,3
0e3293658d998a08c88f52671d6b6221049dfc2ab61b4d7b71d4c0a05e211240,選修,419,2017-02-21,1,35,中選(初選),1052,22052,,物理學系,男,3
3119cdd74ff7699a84736e91e77cb87c29a468c41faf469d5171189f8456ca98,選修,419,2017-02-21,1,37,中選(初選),1052,22052,,物理學系,男,3
47025721632984117b237f4db30342815a4d83fc7cbe8b41e9d912a1edcef43d,選修,419,2017-02-21,1,38,中選(初選),1052,22052,,物理學系,男,3
8434beeeebb6c8a9b465d41e96cf2e4d180fbdaaac5fbe248fb8b3abc89c7b4d,選修,419,2017-02-21,1,39,中選(初選),1052,22052,,物理學系,男,3
9f5bbd5fb03a23e43535d3248cc5ef6820f4335661d460db820a62e594e18c5f,選修,419,2017-02-21,1,40,中選(初選),1052,22052,,物理學系,男,4
ab5153a5bb590fe57ee8e5d4b615a0534a68aae8f7dff9153ec1d9793fddb316,選修,419,2017-02-21,1,41,中選(初選),1052,22052,1,大氣科學學系,男,4
345fe397665918dc14792626a01d82a86703c6ab22ba6cf12a01f973672e094e,選修,419,2017-02-21,1,42,中選(初選),1052,22052,,物理學系,男,3
0d147b02a2c6b3eaadbe6966819e83b1d91b1c8ba896f93a1de69d16653e5f1c,選修,419,2017-02-21,1,44,中選(初選),1052,22052,,物理學系,男,3
5d281dc3bf057d8248431bc94c21f09051755c7f1fe225c73c2aafbf138e3ef7,選修,419,2017-02-21,1,45,中選(初選),1052,22052,,物理學系,男,3
e4713e4f3fe667d53258a3dda8748673ffd7381853fc987a13c0f04f87802d89,選修,419,2017-02-21,1,1,中選(初選),1052,22053,,物理學系,男,4
eac07b9543de3959d4bb049128653d0d58ac349f18063f17a62d19954d84346f,選修,419,2017-02-21,1,1,中選,1052,22053,2,大氣科學學系,男,2
ab5153a5bb590fe57ee8e5d4b615a0534a68aae8f7dff9153ec1d9793fddb316,選修,419,2017-02-21,1,2,中選,1052,22053,1,大氣科學學系,男,4
54b79d895fe977ba7251deb59c5bf6d59d1d3845689bb3f0324c97117cbda0d8,選修,419,2017-02-21,1,2,中選,1052,22053,,物理學系,男,2
8d2f4f985e0481a8eaee943c1936b7a88bedb71bd1c5eee4a211ed211fe1eaaf,選修,419,2017-02-21,1,2,中選,1052,22053,,物理學系,女,3
b6a9c018847130c42c598287679ca8978bd4033927233d95310afd66fbc74850,選修,419,2017-02-21,1,3,中選,1052,22053,,物理學系,男,2
66da7b8e1208dfaefbdf4d8918583c72956b1cff96f3fcb7aae0b72f2c129617,選修,419,2017-02-21,1,3,中選,1052,22053,,物理學系,男,2
6f525b78cf30ba1fa0d252be9a06d0e4d6ee9f75e8da08ef6dfd2e9d08fa7293,選修,419,2017-02-21,1,3,中選,1052,22053,,物理學系,男,2
a54d0e3c6ac2fc18a13204cc509aba6209df1d610e2a983da3089c6ecabb092f,選修,419,2017-02-21,1,4,中選,1052,22053,2,大氣科學學系,男,4
0ab40a110af4418e2c32392e9f2fdde9af3dcece46e84126447c6e250cb5a7fd,選修,419,2017-02-21,1,4,中選(初選),1052,22053,2,大氣科學學系,男,2
